tahun,kode_prov,nama_prov,kabkota_4digit,kode_kab_2digit,nama_kab,kelas_kode,kelas,n_individu_tertimbang,n_individu_sample,pop_kab_total,pct_kelas_dalam_kab
2019,81,Maluku,8104,4,Buru,1,Poor,18534.1370,310,142673.0003,12.9906
2019,81,Maluku,8104,4,Buru,2,Vulnerable,44087.1928,739,142673.0003,30.9009
2019,81,Maluku,8104,4,Buru,3,Lower AMC,53119.6146,758,142673.0003,37.2317
2019,81,Maluku,8104,4,Buru,4,Upper AMC,17540.8694,283,142673.0003,12.2945
2019,81,Maluku,8104,4,Buru,5,Lower MC,8507.2092,127,142673.0003,5.9627
2019,81,Maluku,8104,4,Buru,6,Middle MC,619.9368,4,142673.0003,0.4345
2019,81,Maluku,8104,4,Buru,8,Upper Class,264.0406,4,142673.0003,0.1851
2019,81,Maluku,8105,5,Kepulauan Aru,1,Poor,26094.1930,650,95838.0002,27.2274
2019,81,Maluku,8105,5,Kepulauan Aru,2,Vulnerable,30496.6521,744,95838.0002,31.8210
2019,81,Maluku,8105,5,Kepulauan Aru,3,Lower AMC,24885.5211,638,95838.0002,25.9662
2019,81,Maluku,8105,5,Kepulauan Aru,4,Upper AMC,8386.4211,206,95838.0002,8.7506
2019,81,Maluku,8105,5,Kepulauan Aru,5,Lower MC,5712.0074,125,95838.0002,5.9601
2019,81,Maluku,8105,5,Kepulauan Aru,6,Middle MC,212.2931,6,95838.0002,0.2215
2019,81,Maluku,8105,5,Kepulauan Aru,8,Upper Class,50.9126,1,95838.0002,0.0531
2019,81,Maluku,8106,6,Seram Bagian Barat,1,Poor,48508.7572,655,171435.0000,28.2957
2019,81,Maluku,8106,6,Seram Bagian Barat,2,Vulnerable,61534.0211,830,171435.0000,35.8935
2019,81,Maluku,8106,6,Seram Bagian Barat,3,Lower AMC,45805.9613,667,171435.0000,26.7191
2019,81,Maluku,8106,6,Seram Bagian Barat,4,Upper AMC,9799.8725,162,171435.0000,5.7164
2019,81,Maluku,8106,6,Seram Bagian Barat,5,Lower MC,4823.2460,68,171435.0000,2.8135
2019,81,Maluku,8106,6,Seram Bagian Barat,6,Middle MC,963.1418,14,171435.0000,0.5618
2019,81,Maluku,8107,7,Seram Bagian Timur,1,Poor,30529.7932,635,114302.9997,26.7095
2019,81,Maluku,8107,7,Seram Bagian Timur,2,Vulnerable,40009.5683,819,114302.9997,35.0031
2019,81,Maluku,8107,7,Seram Bagian Timur,3,Lower AMC,31505.3144,659,114302.9997,27.5630
2019,81,Maluku,8107,7,Seram Bagian Timur,4,Upper AMC,7399.3635,148,114302.9997,6.4735
2019,81,Maluku,8107,7,Seram Bagian Timur,5,Lower MC,4714.1058,106,114302.9997,4.1242
2019,81,Maluku,8107,7,Seram Bagian Timur,6,Middle MC,144.8545,2,114302.9997,0.1267
2019,81,Maluku,8108,8,Maluku Barat Daya,1,Poor,19920.4201,695,73037.9998,27.2740
2019,81,Maluku,8108,8,Maluku Barat Daya,2,Vulnerable,23495.8583,811,73037.9998,32.1694
2019,81,Maluku,8108,8,Maluku Barat Daya,3,Lower AMC,22908.9807,762,73037.9998,31.3658
2019,81,Maluku,8108,8,Maluku Barat Daya,4,Upper AMC,4199.2962,135,73037.9998,5.7495
2019,81,Maluku,8108,8,Maluku Barat Daya,5,Lower MC,2447.7658,90,73037.9998,3.3514
2019,81,Maluku,8108,8,Maluku Barat Daya,6,Middle MC,65.6786,2,73037.9998,0.0899
2019,81,Maluku,8109,9,Buru Selatan,1,Poor,23187.1546,933,63063.0000,36.7682
2019,81,Maluku,8109,9,Buru Selatan,2,Vulnerable,20233.3197,767,63063.0000,32.0843
2019,81,Maluku,8109,9,Buru Selatan,3,Lower AMC,14628.1124,566,63063.0000,23.1960
2019,81,Maluku,8109,9,Buru Selatan,4,Upper AMC,3509.3795,133,63063.0000,5.5649
2019,81,Maluku,8109,9,Buru Selatan,5,Lower MC,1488.7094,63,63063.0000,2.3607
2019,81,Maluku,8109,9,Buru Selatan,6,Middle MC,16.3244,1,63063.0000,0.0259
2019,81,Maluku,8171,71,Ambon,1,Poor,10404.3872,48,474352.1562,2.1934
2019,81,Maluku,8171,71,Ambon,2,Vulnerable,59470.6052,318,474352.1562,12.5372
2019,81,Maluku,8171,71,Ambon,3,Lower AMC,175299.5534,944,474352.1562,36.9556
2019,81,Maluku,8171,71,Ambon,4,Upper AMC,124009.3921,616,474352.1562,26.1429
2019,81,Maluku,8171,71,Ambon,5,Lower MC,100678.4366,513,474352.1562,21.2244
2019,81,Maluku,8171,71,Ambon,6,Middle MC,2251.5247,13,474352.1562,0.4747
2019,81,Maluku,8171,71,Ambon,7,Upper MC,1510.0512,6,474352.1562,0.3183
2019,81,Maluku,8171,71,Ambon,8,Upper Class,728.2058,3,474352.1562,0.1535
2019,81,Maluku,8172,72,Tual,1,Poor,9784.1351,360,75081.9990,13.0313
2019,81,Maluku,8172,72,Tual,2,Vulnerable,22208.4622,848,75081.9990,29.5789
2019,81,Maluku,8172,72,Tual,3,Lower AMC,29516.8643,980,75081.9990,39.3128
2019,81,Maluku,8172,72,Tual,4,Upper AMC,8526.5526,285,75081.9990,11.3563
2019,81,Maluku,8172,72,Tual,5,Lower MC,5035.3346,149,75081.9990,6.7064
2019,81,Maluku,8172,72,Tual,6,Middle MC,10.6503,1,75081.9990,0.0142
2019,82,Maluku Utara,8201,1,Halmahera Barat,1,Poor,4336.5189,69,117840.9998,3.6800
2019,82,Maluku Utara,8201,1,Halmahera Barat,2,Vulnerable,35708.2979,562,117840.9998,30.3021
2019,82,Maluku Utara,8201,1,Halmahera Barat,3,Lower AMC,56250.1554,1008,117840.9998,47.7339
2019,82,Maluku Utara,8201,1,Halmahera Barat,4,Upper AMC,14378.2648,262,117840.9998,12.2014
2019,82,Maluku Utara,8201,1,Halmahera Barat,5,Lower MC,6616.0791,145,117840.9998,5.6144
2019,82,Maluku Utara,8201,1,Halmahera Barat,6,Middle MC,229.7448,6,117840.9998,0.1950
2019,82,Maluku Utara,8201,1,Halmahera Barat,7,Upper MC,173.4482,4,117840.9998,0.1472
2019,82,Maluku Utara,8201,1,Halmahera Barat,8,Upper Class,148.4907,3,117840.9998,0.1260
2019,82,Maluku Utara,8202,2,Halmahera Tengah,1,Poor,1024.0144,29,55338.9999,1.8504
2019,82,Maluku Utara,8202,2,Halmahera Tengah,2,Vulnerable,14266.8703,530,55338.9999,25.7809
2019,82,Maluku Utara,8202,2,Halmahera Tengah,3,Lower AMC,21294.9187,832,55338.9999,38.4809
2019,82,Maluku Utara,8202,2,Halmahera Tengah,4,Upper AMC,9892.3210,394,55338.9999,17.8759
2019,82,Maluku Utara,8202,2,Halmahera Tengah,5,Lower MC,8194.3408,322,55338.9999,14.8075
2019,82,Maluku Utara,8202,2,Halmahera Tengah,6,Middle MC,559.5596,25,55338.9999,1.0111
2019,82,Maluku Utara,8202,2,Halmahera Tengah,7,Upper MC,34.2811,1,55338.9999,0.0619
2019,82,Maluku Utara,8202,2,Halmahera Tengah,8,Upper Class,72.6941,3,55338.9999,0.1314
2019,82,Maluku Utara,8203,3,Kepulauan Sula,1,Poor,20087.4229,443,103402.9999,19.4263
2019,82,Maluku Utara,8203,3,Kepulauan Sula,2,Vulnerable,33495.9090,837,103402.9999,32.3936
2019,82,Maluku Utara,8203,3,Kepulauan Sula,3,Lower AMC,37450.7043,813,103402.9999,36.2182
2019,82,Maluku Utara,8203,3,Kepulauan Sula,4,Upper AMC,7384.7179,142,103402.9999,7.1417
2019,82,Maluku Utara,8203,3,Kepulauan Sula,5,Lower MC,4707.3063,84,103402.9999,4.5524
2019,82,Maluku Utara,8203,3,Kepulauan Sula,6,Middle MC,276.9396,4,103402.9999,0.2678
2019,82,Maluku Utara,8204,4,Halmahera Selatan,1,Poor,17490.7135,191,234119.0002,7.4709
2019,82,Maluku Utara,8204,4,Halmahera Selatan,2,Vulnerable,71880.8507,710,234119.0002,30.7027
2019,82,Maluku Utara,8204,4,Halmahera Selatan,3,Lower AMC,106713.9941,1104,234119.0002,45.5811
2019,82,Maluku Utara,8204,4,Halmahera Selatan,4,Upper AMC,22272.9608,224,234119.0002,9.5135
2019,82,Maluku Utara,8204,4,Halmahera Selatan,5,Lower MC,15107.7923,158,234119.0002,6.4530
2019,82,Maluku Utara,8204,4,Halmahera Selatan,6,Middle MC,652.6887,4,234119.0002,0.2788
2019,82,Maluku Utara,8205,5,Halmahera Utara,1,Poor,14304.0829,198,193017.0021,7.4108
2019,82,Maluku Utara,8205,5,Halmahera Utara,2,Vulnerable,68598.5692,827,193017.0021,35.5402
2019,82,Maluku Utara,8205,5,Halmahera Utara,3,Lower AMC,85088.9936,1018,193017.0021,44.0837
2019,82,Maluku Utara,8205,5,Halmahera Utara,4,Upper AMC,16560.9220,205,193017.0021,8.5800
2019,82,Maluku Utara,8205,5,Halmahera Utara,5,Lower MC,8368.5841,106,193017.0021,4.3357
2019,82,Maluku Utara,8205,5,Halmahera Utara,8,Upper Class,95.8503,3,193017.0021,0.0497
2019,82,Maluku Utara,8206,6,Halmahera Timur,1,Poor,10688.1704,227,94403.0008,11.3219
2019,82,Maluku Utara,8206,6,Halmahera Timur,2,Vulnerable,20381.0837,492,94403.0008,21.5894
2019,82,Maluku Utara,8206,6,Halmahera Timur,3,Lower AMC,38933.7503,880,94403.0008,41.2421
2019,82,Maluku Utara,8206,6,Halmahera Timur,4,Upper AMC,14441.6271,341,94403.0008,15.2978
2019,82,Maluku Utara,8206,6,Halmahera Timur,5,Lower MC,9087.4460,182,94403.0008,9.6262
2019,82,Maluku Utara,8206,6,Halmahera Timur,6,Middle MC,870.9234,10,94403.0008,0.9226
2019,82,Maluku Utara,8207,7,Pulau Morotai,1,Poor,4753.5685,191,66852.0028,7.1106
2019,82,Maluku Utara,8207,7,Pulau Morotai,2,Vulnerable,16659.2483,549,66852.0028,24.9196
2019,82,Maluku Utara,8207,7,Pulau Morotai,3,Lower AMC,28207.8946,995,66852.0028,42.1945
2019,82,Maluku Utara,8207,7,Pulau Morotai,4,Upper AMC,10829.7851,364,66852.0028,16.1996
2019,82,Maluku Utara,8207,7,Pulau Morotai,5,Lower MC,6083.6309,207,66852.0028,9.1001
2019,82,Maluku Utara,8207,7,Pulau Morotai,6,Middle MC,317.8754,9,66852.0028,0.4755
2019,82,Maluku Utara,8208,8,Pulau Taliabu,1,Poor,8812.8156,262,52889.0003,16.6629
2019,82,Maluku Utara,8208,8,Pulau Taliabu,2,Vulnerable,13847.6507,504,52889.0003,26.1825
2019,82,Maluku Utara,8208,8,Pulau Taliabu,3,Lower AMC,22915.1783,991,52889.0003,43.3269
2019,82,Maluku Utara,8208,8,Pulau Taliabu,4,Upper AMC,5678.6120,269,52889.0003,10.7368
2019,82,Maluku Utara,8208,8,Pulau Taliabu,5,Lower MC,1634.7436,110,52889.0003,3.0909
2019,82,Maluku Utara,8271,71,Ternate,1,Poor,1894.1600,23,230922.9969,0.8203
2019,82,Maluku Utara,8271,71,Ternate,2,Vulnerable,3336.9494,41,230922.9969,1.4450
2019,82,Maluku Utara,8271,71,Ternate,3,Lower AMC,59112.5889,510,230922.9969,25.5984
2019,82,Maluku Utara,8271,71,Ternate,4,Upper AMC,77045.6389,630,230922.9969,33.3642
2019,82,Maluku Utara,8271,71,Ternate,5,Lower MC,82570.8863,803,230922.9969,35.7569
2019,82,Maluku Utara,8271,71,Ternate,6,Middle MC,5200.4838,62,230922.9969,2.2520
2019,82,Maluku Utara,8271,71,Ternate,7,Upper MC,1369.0965,14,230922.9969,0.5929
2019,82,Maluku Utara,8271,71,Ternate,8,Upper Class,393.1931,7,230922.9969,0.1703
2019,82,Maluku Utara,8272,72,Tidore Kepulauan,1,Poor,1203.7399,22,101162.9987,1.1899
2019,82,Maluku Utara,8272,72,Tidore Kepulauan,2,Vulnerable,22076.8500,476,101162.9987,21.8230
2019,82,Maluku Utara,8272,72,Tidore Kepulauan,3,Lower AMC,45844.0311,1057,101162.9987,45.3170
2019,82,Maluku Utara,8272,72,Tidore Kepulauan,4,Upper AMC,19592.0852,416,101162.9987,19.3668
2019,82,Maluku Utara,8272,72,Tidore Kepulauan,5,Lower MC,12114.4981,243,101162.9987,11.9752
2019,82,Maluku Utara,8272,72,Tidore Kepulauan,6,Middle MC,113.1668,5,101162.9987,0.1119
2019,82,Maluku Utara,8272,72,Tidore Kepulauan,7,Upper MC,132.2972,3,101162.9987,0.1308
2019,82,Maluku Utara,8272,72,Tidore Kepulauan,8,Upper Class,86.3303,2,101162.9987,0.0853
2019,91,Papua Barat,9101,1,Fakfak,1,Poor,19085.3687,614,78358.0022,24.3566
2019,91,Papua Barat,9101,1,Fakfak,2,Vulnerable,13325.7927,416,78358.0022,17.0063
2019,91,Papua Barat,9101,1,Fakfak,3,Lower AMC,20400.2797,549,78358.0022,26.0347
2019,91,Papua Barat,9101,1,Fakfak,4,Upper AMC,11264.8322,302,78358.0022,14.3761
2019,91,Papua Barat,9101,1,Fakfak,5,Lower MC,12838.5482,314,78358.0022,16.3845
2019,91,Papua Barat,9101,1,Fakfak,6,Middle MC,1247.7074,24,78358.0022,1.5923
2019,91,Papua Barat,9101,1,Fakfak,8,Upper Class,195.4732,4,78358.0022,0.2495
2019,91,Papua Barat,9102,2,Kaimana,1,Poor,20242.7329,1185,59757.9996,33.8745
2019,91,Papua Barat,9102,2,Kaimana,2,Vulnerable,13717.7002,401,59757.9996,22.9554
2019,91,Papua Barat,9102,2,Kaimana,3,Lower AMC,11157.5700,360,59757.9996,18.6713
2019,91,Papua Barat,9102,2,Kaimana,4,Upper AMC,7684.5880,205,59757.9996,12.8595
2019,91,Papua Barat,9102,2,Kaimana,5,Lower MC,6292.3256,154,59757.9996,10.5297
2019,91,Papua Barat,9102,2,Kaimana,6,Middle MC,469.4578,11,59757.9996,0.7856
2019,91,Papua Barat,9102,2,Kaimana,7,Upper MC,28.3962,1,59757.9996,0.0475
2019,91,Papua Barat,9102,2,Kaimana,8,Upper Class,165.2289,3,59757.9996,0.2765
2019,91,Papua Barat,9103,3,Teluk Wondama,1,Poor,8596.0609,532,32331.0417,26.5876
2019,91,Papua Barat,9103,3,Teluk Wondama,2,Vulnerable,4844.8364,308,32331.0417,14.9851
2019,91,Papua Barat,9103,3,Teluk Wondama,3,Lower AMC,7016.9850,385,32331.0417,21.7036
2019,91,Papua Barat,9103,3,Teluk Wondama,4,Upper AMC,5094.9158,251,32331.0417,15.7586
2019,91,Papua Barat,9103,3,Teluk Wondama,5,Lower MC,6050.8315,235,32331.0417,18.7152
2019,91,Papua Barat,9103,3,Teluk Wondama,6,Middle MC,675.4993,22,32331.0417,2.0893
2019,91,Papua Barat,9103,3,Teluk Wondama,7,Upper MC,21.1989,1,32331.0417,0.0656
2019,91,Papua Barat,9103,3,Teluk Wondama,8,Upper Class,30.7138,1,32331.0417,0.0950
2019,91,Papua Barat,9104,4,Teluk Bintuni,1,Poor,12425.8283,571,64075.0002,19.3926
2019,91,Papua Barat,9104,4,Teluk Bintuni,2,Vulnerable,8794.9193,321,64075.0002,13.7260
2019,91,Papua Barat,9104,4,Teluk Bintuni,3,Lower AMC,16649.0933,545,64075.0002,25.9838
2019,91,Papua Barat,9104,4,Teluk Bintuni,4,Upper AMC,11440.9946,368,64075.0002,17.8556
2019,91,Papua Barat,9104,4,Teluk Bintuni,5,Lower MC,13922.4963,412,64075.0002,21.7284
2019,91,Papua Barat,9104,4,Teluk Bintuni,6,Middle MC,733.5741,18,64075.0002,1.1449
2019,91,Papua Barat,9104,4,Teluk Bintuni,7,Upper MC,58.7281,3,64075.0002,0.0917
2019,91,Papua Barat,9104,4,Teluk Bintuni,8,Upper Class,49.3663,1,64075.0002,0.0770
2019,91,Papua Barat,9105,5,Manokwari,1,Poor,31332.1397,409,174099.0006,17.9967
2019,91,Papua Barat,9105,5,Manokwari,2,Vulnerable,23409.6910,277,174099.0006,13.4462
2019,91,Papua Barat,9105,5,Manokwari,3,Lower AMC,39514.6335,568,174099.0006,22.6966
2019,91,Papua Barat,9105,5,Manokwari,4,Upper AMC,36968.8194,365,174099.0006,21.2344
2019,91,Papua Barat,9105,5,Manokwari,5,Lower MC,39292.4905,416,174099.0006,22.5691
2019,91,Papua Barat,9105,5,Manokwari,6,Middle MC,1992.9958,25,174099.0006,1.1447
2019,91,Papua Barat,9105,5,Manokwari,7,Upper MC,1218.2149,14,174099.0006,0.6997
2019,91,Papua Barat,9105,5,Manokwari,8,Upper Class,370.0159,4,174099.0006,0.2125
2019,91,Papua Barat,9106,6,Sorong Selatan,1,Poor,19239.5595,1205,46695.0007,41.2026
2019,91,Papua Barat,9106,6,Sorong Selatan,2,Vulnerable,7003.8692,298,46695.0007,14.9992
2019,91,Papua Barat,9106,6,Sorong Selatan,3,Lower AMC,8689.2696,386,46695.0007,18.6086
2019,91,Papua Barat,9106,6,Sorong Selatan,4,Upper AMC,4756.5206,191,46695.0007,10.1864
2019,91,Papua Barat,9106,6,Sorong Selatan,5,Lower MC,6774.0633,272,46695.0007,14.5070
2019,91,Papua Barat,9106,6,Sorong Selatan,6,Middle MC,36.2678,3,46695.0007,0.0777
2019,91,Papua Barat,9106,6,Sorong Selatan,8,Upper Class,195.4505,6,46695.0007,0.4186
2019,91,Papua Barat,9107,7,Sorong,1,Poor,20419.9170,695,88440.0037,23.0890
2019,91,Papua Barat,9107,7,Sorong,2,Vulnerable,12512.3028,292,88440.0037,14.1478
2019,91,Papua Barat,9107,7,Sorong,3,Lower AMC,26317.6419,526,88440.0037,29.7576
2019,91,Papua Barat,9107,7,Sorong,4,Upper AMC,14521.8418,249,88440.0037,16.4200
2019,91,Papua Barat,9107,7,Sorong,5,Lower MC,13432.4691,288,88440.0037,15.1882
2019,91,Papua Barat,9107,7,Sorong,6,Middle MC,568.6171,19,88440.0037,0.6429
2019,91,Papua Barat,9107,7,Sorong,7,Upper MC,398.2145,7,88440.0037,0.4503
2019,91,Papua Barat,9107,7,Sorong,8,Upper Class,268.9995,5,88440.0037,0.3042
2019,91,Papua Barat,9108,8,Raja Ampat,1,Poor,13569.7578,847,48340.0009,28.0715
2019,91,Papua Barat,9108,8,Raja Ampat,2,Vulnerable,8174.9867,385,48340.0009,16.9114
2019,91,Papua Barat,9108,8,Raja Ampat,3,Lower AMC,12768.6402,614,48340.0009,26.4142
2019,91,Papua Barat,9108,8,Raja Ampat,4,Upper AMC,6610.2582,253,48340.0009,13.6745
2019,91,Papua Barat,9108,8,Raja Ampat,5,Lower MC,6350.6149,217,48340.0009,13.1374
2019,91,Papua Barat,9108,8,Raja Ampat,6,Middle MC,631.9330,18,48340.0009,1.3073
2019,91,Papua Barat,9108,8,Raja Ampat,7,Upper MC,171.6803,5,48340.0009,0.3552
2019,91,Papua Barat,9108,8,Raja Ampat,8,Upper Class,62.1299,5,48340.0009,0.1285
2019,91,Papua Barat,9109,9,Tambrauw,1,Poor,10569.8931,994,13860.0194,76.2617
2019,91,Papua Barat,9109,9,Tambrauw,2,Vulnerable,1933.3950,142,13860.0194,13.9494
2019,91,Papua Barat,9109,9,Tambrauw,3,Lower AMC,746.2075,56,13860.0194,5.3839
2019,91,Papua Barat,9109,9,Tambrauw,4,Upper AMC,435.8946,31,13860.0194,3.1450
2019,91,Papua Barat,9109,9,Tambrauw,5,Lower MC,168.0141,17,13860.0194,1.2122
2019,91,Papua Barat,9109,9,Tambrauw,6,Middle MC,6.6150,1,13860.0194,0.0477
2019,91,Papua Barat,9110,10,Maybrat,1,Poor,10297.7536,547,40698.5386,25.3025
2019,91,Papua Barat,9110,10,Maybrat,2,Vulnerable,7630.7033,348,40698.5386,18.7493
2019,91,Papua Barat,9110,10,Maybrat,3,Lower AMC,10550.2392,443,40698.5386,25.9229
2019,91,Papua Barat,9110,10,Maybrat,4,Upper AMC,6014.4193,247,40698.5386,14.7780
2019,91,Papua Barat,9110,10,Maybrat,5,Lower MC,6093.6607,249,40698.5386,14.9727
2019,91,Papua Barat,9110,10,Maybrat,6,Middle MC,71.9263,8,40698.5386,0.1767
2019,91,Papua Barat,9110,10,Maybrat,8,Upper Class,39.8362,1,40698.5386,0.0979
2019,91,Papua Barat,9111,11,Manokwari Selatan,1,Poor,7406.5239,973,24067.9997,30.7733
2019,91,Papua Barat,9111,11,Manokwari Selatan,2,Vulnerable,3939.5555,374,24067.9997,16.3684
2019,91,Papua Barat,9111,11,Manokwari Selatan,3,Lower AMC,5714.7268,403,24067.9997,23.7441
2019,91,Papua Barat,9111,11,Manokwari Selatan,4,Upper AMC,3076.1343,239,24067.9997,12.7810
2019,91,Papua Barat,9111,11,Manokwari Selatan,5,Lower MC,3830.6367,227,24067.9997,15.9159
2019,91,Papua Barat,9111,11,Manokwari Selatan,6,Middle MC,90.3062,8,24067.9997,0.3752
2019,91,Papua Barat,9111,11,Manokwari Selatan,8,Upper Class,10.1163,1,24067.9997,0.0420
2019,91,Papua Barat,9112,12,Pegunungan Arfak,1,Poor,24748.2109,1508,30833.1035,80.2651
2019,91,Papua Barat,9112,12,Pegunungan Arfak,2,Vulnerable,2630.9119,146,30833.1035,8.5328
2019,91,Papua Barat,9112,12,Pegunungan Arfak,3,Lower AMC,2459.1325,81,30833.1035,7.9756
2019,91,Papua Barat,9112,12,Pegunungan Arfak,4,Upper AMC,964.5097,29,30833.1035,3.1282
2019,91,Papua Barat,9112,12,Pegunungan Arfak,5,Lower MC,30.3385,1,30833.1035,0.0984
2019,91,Papua Barat,9171,71,Sorong,1,Poor,13562.7638,169,252475.9866,5.3719
2019,91,Papua Barat,9171,71,Sorong,2,Vulnerable,41895.7947,490,252475.9866,16.5940
2019,91,Papua Barat,9171,71,Sorong,3,Lower AMC,102669.2056,829,252475.9866,40.6649
2019,91,Papua Barat,9171,71,Sorong,4,Upper AMC,45857.4770,368,252475.9866,18.1631
2019,91,Papua Barat,9171,71,Sorong,5,Lower MC,44624.2793,355,252475.9866,17.6747
2019,91,Papua Barat,9171,71,Sorong,6,Middle MC,2609.2383,25,252475.9866,1.0335
2019,91,Papua Barat,9171,71,Sorong,7,Upper MC,1257.2279,8,252475.9866,0.4980
2019,94,Papua,9401,1,Merauke,1,Poor,36956.6273,409,226988.0043,16.2813
2019,94,Papua,9401,1,Merauke,2,Vulnerable,25417.8152,260,226988.0043,11.1979
2019,94,Papua,9401,1,Merauke,3,Lower AMC,58812.7376,504,226988.0043,25.9101
2019,94,Papua,9401,1,Merauke,4,Upper AMC,45853.7200,351,226988.0043,20.2009
2019,94,Papua,9401,1,Merauke,5,Lower MC,53749.8363,459,226988.0043,23.6796
2019,94,Papua,9401,1,Merauke,6,Middle MC,3558.1924,29,226988.0043,1.5676
2019,94,Papua,9401,1,Merauke,7,Upper MC,1244.3438,8,226988.0043,0.5482
2019,94,Papua,9401,1,Merauke,8,Upper Class,1394.7317,13,226988.0043,0.6145
2019,94,Papua,9402,2,Jayawijaya,1,Poor,32704.8023,298,217162.0006,15.0601
2019,94,Papua,9402,2,Jayawijaya,2,Vulnerable,26046.0869,231,217162.0006,11.9939
2019,94,Papua,9402,2,Jayawijaya,3,Lower AMC,54237.5426,454,217162.0006,24.9756
2019,94,Papua,9402,2,Jayawijaya,4,Upper AMC,47243.3501,378,217162.0006,21.7549
2019,94,Papua,9402,2,Jayawijaya,5,Lower MC,55404.3370,405,217162.0006,25.5129
2019,94,Papua,9402,2,Jayawijaya,6,Middle MC,1525.8817,9,217162.0006,0.7026
2019,94,Papua,9403,3,Jayapura,1,Poor,33464.2376,525,130992.1918,25.5467
2019,94,Papua,9403,3,Jayapura,2,Vulnerable,23187.2412,465,130992.1918,17.7012
2019,94,Papua,9403,3,Jayapura,3,Lower AMC,26209.8890,446,130992.1918,20.0087
2019,94,Papua,9403,3,Jayapura,4,Upper AMC,23323.9526,300,130992.1918,17.8056
2019,94,Papua,9403,3,Jayapura,5,Lower MC,22816.1907,328,130992.1918,17.4180
2019,94,Papua,9403,3,Jayapura,6,Middle MC,1556.7349,23,130992.1918,1.1884
2019,94,Papua,9403,3,Jayapura,8,Upper Class,433.9458,6,130992.1918,0.3313
2019,94,Papua,9404,4,Nabire,1,Poor,30948.4739,417,149708.9951,20.6724
2019,94,Papua,9404,4,Nabire,2,Vulnerable,14337.5819,250,149708.9951,9.5770
2019,94,Papua,9404,4,Nabire,3,Lower AMC,48199.4400,560,149708.9951,32.1954
2019,94,Papua,9404,4,Nabire,4,Upper AMC,26978.5958,346,149708.9951,18.0207
2019,94,Papua,9404,4,Nabire,5,Lower MC,27684.9177,341,149708.9951,18.4925
2019,94,Papua,9404,4,Nabire,6,Middle MC,1316.9638,17,149708.9951,0.8797
2019,94,Papua,9404,4,Nabire,7,Upper MC,84.4250,1,149708.9951,0.0564
2019,94,Papua,9404,4,Nabire,8,Upper Class,158.5970,3,149708.9951,0.1059
2019,94,Papua,9408,8,Kepulauan Yapen,1,Poor,35794.4511,1022,100242.9995,35.7077
2019,94,Papua,9408,8,Kepulauan Yapen,2,Vulnerable,22456.1039,544,100242.9995,22.4017
2019,94,Papua,9408,8,Kepulauan Yapen,3,Lower AMC,21993.5288,465,100242.9995,21.9402
2019,94,Papua,9408,8,Kepulauan Yapen,4,Upper AMC,9210.3243,210,100242.9995,9.1880
2019,94,Papua,9408,8,Kepulauan Yapen,5,Lower MC,10707.3267,183,100242.9995,10.6814
2019,94,Papua,9408,8,Kepulauan Yapen,6,Middle MC,38.8112,1,100242.9995,0.0387
2019,94,Papua,9408,8,Kepulauan Yapen,7,Upper MC,42.4535,1,100242.9995,0.0424
2019,94,Papua,9409,9,Biak Numfor,1,Poor,58519.7371,1035,151393.3884,38.6541
2019,94,Papua,9409,9,Biak Numfor,2,Vulnerable,31296.8911,435,151393.3884,20.6726
2019,94,Papua,9409,9,Biak Numfor,3,Lower AMC,37666.0700,539,151393.3884,24.8796
2019,94,Papua,9409,9,Biak Numfor,4,Upper AMC,12118.9971,158,151393.3884,8.0050
2019,94,Papua,9409,9,Biak Numfor,5,Lower MC,11022.6395,135,151393.3884,7.2808
2019,94,Papua,9409,9,Biak Numfor,6,Middle MC,769.0536,4,151393.3884,0.5080
2019,94,Papua,9410,10,Paniai,1,Poor,63176.1283,806,176399.0016,35.8143
2019,94,Papua,9410,10,Paniai,2,Vulnerable,53554.4442,568,176399.0016,30.3598
2019,94,Papua,9410,10,Paniai,3,Lower AMC,31372.2147,272,176399.0016,17.7848
2019,94,Papua,9410,10,Paniai,4,Upper AMC,9393.7382,68,176399.0016,5.3253
2019,94,Papua,9410,10,Paniai,5,Lower MC,18246.1440,113,176399.0016,10.3437
2019,94,Papua,9410,10,Paniai,6,Middle MC,656.3322,3,176399.0016,0.3721
2019,94,Papua,9411,11,Puncak Jaya,1,Poor,19958.4325,361,128497.0030,15.5322
2019,94,Papua,9411,11,Puncak Jaya,2,Vulnerable,30882.1478,404,128497.0030,24.0334
2019,94,Papua,9411,11,Puncak Jaya,3,Lower AMC,32323.0668,480,128497.0030,25.1547
2019,94,Papua,9411,11,Puncak Jaya,4,Upper AMC,16009.3730,213,128497.0030,12.4589
2019,94,Papua,9411,11,Puncak Jaya,5,Lower MC,24173.6132,284,128497.0030,18.8126
2019,94,Papua,9411,11,Puncak Jaya,6,Middle MC,4391.6034,48,128497.0030,3.4177
2019,94,Papua,9411,11,Puncak Jaya,7,Upper MC,569.3299,7,128497.0030,0.4431
2019,94,Papua,9411,11,Puncak Jaya,8,Upper Class,189.4364,3,128497.0030,0.1474
2019,94,Papua,9412,12,Mimika,1,Poor,24947.8030,225,218633.9970,11.4108
2019,94,Papua,9412,12,Mimika,2,Vulnerable,20958.9942,205,218633.9970,9.5863
2019,94,Papua,9412,12,Mimika,3,Lower AMC,74033.2254,734,218633.9970,33.8617
