provinsi_id,kabkota_id,kec_id,desa_id,vintage_year,kategori,count,kabkota_id_full,nama_kabkota,nama_desa
31,75,10,3,2018,kelompok_pertokoan,15,3175,Jakarta Utara,Pejagalan
31,75,10,4,2018,kelompok_pertokoan,7,3175,Jakarta Utara,Penjaringan
31,75,10,5,2018,kelompok_pertokoan,9,3175,Jakarta Utara,Pluit
31,75,20,1,2018,kelompok_pertokoan,5,3175,Jakarta Utara,Pademangan Barat
31,75,20,2,2018,kelompok_pertokoan,2,3175,Jakarta Utara,Pademangan Timur
31,75,20,3,2018,kelompok_pertokoan,16,3175,Jakarta Utara,Ancol
31,75,30,1,2018,kelompok_pertokoan,10,3175,Jakarta Utara,Sunter Agung
31,75,30,2,2018,kelompok_pertokoan,8,3175,Jakarta Utara,Sunter Jaya
31,75,30,3,2018,kelompok_pertokoan,7,3175,Jakarta Utara,Papango
31,75,30,4,2018,kelompok_pertokoan,0,3175,Jakarta Utara,Warakas
31,75,30,5,2018,kelompok_pertokoan,0,3175,Jakarta Utara,Sungai Bambu
31,75,30,6,2018,kelompok_pertokoan,1,3175,Jakarta Utara,Kebon Bawang
31,75,30,7,2018,kelompok_pertokoan,0,3175,Jakarta Utara,Tanjung Priuk
31,75,40,1,2018,kelompok_pertokoan,1,3175,Jakarta Utara,Rawabadak Selatan
31,75,40,2,2018,kelompok_pertokoan,0,3175,Jakarta Utara,Tugu Selatan
31,75,40,3,2018,kelompok_pertokoan,2,3175,Jakarta Utara,Tugu Utara
31,75,40,4,2018,kelompok_pertokoan,2,3175,Jakarta Utara,Lagoa
31,75,40,5,2018,kelompok_pertokoan,1,3175,Jakarta Utara,Rawabadak Utara
31,75,40,6,2018,kelompok_pertokoan,2,3175,Jakarta Utara,Koja
31,75,50,1,2018,kelompok_pertokoan,7,3175,Jakarta Utara,Kelapa Gading Barat
31,75,50,2,2018,kelompok_pertokoan,4,3175,Jakarta Utara,Kelapa Gading Timur
31,75,50,3,2018,kelompok_pertokoan,3,3175,Jakarta Utara,Pegangsaan Dua
31,75,60,1,2018,kelompok_pertokoan,2,3175,Jakarta Utara,Suka Pura
31,75,60,2,2018,kelompok_pertokoan,1,3175,Jakarta Utara,Rorotan
31,75,60,3,2018,kelompok_pertokoan,0,3175,Jakarta Utara,Marunda
31,75,60,4,2018,kelompok_pertokoan,1,3175,Jakarta Utara,Cilincing
31,75,60,5,2018,kelompok_pertokoan,0,3175,Jakarta Utara,Semper Timur
31,75,60,6,2018,kelompok_pertokoan,1,3175,Jakarta Utara,Semper Barat
31,75,60,7,2018,kelompok_pertokoan,2,3175,Jakarta Utara,Kali Baru
31,1,10,1,2018,pasar_permanen,0,3101,Kepulauan Seribu,Pulau Tidung
31,1,10,2,2018,pasar_permanen,0,3101,Kepulauan Seribu,Pulau Pari
31,1,10,3,2018,pasar_permanen,0,3101,Kepulauan Seribu,Pulau Untung Jawa
31,1,20,1,2018,pasar_permanen,0,3101,Kepulauan Seribu,Pulau Panggang
31,1,20,2,2018,pasar_permanen,0,3101,Kepulauan Seribu,Pulau Kelapa
31,1,20,3,2018,pasar_permanen,0,3101,Kepulauan Seribu,Pulau Harapan
31,71,10,1,2018,pasar_permanen,1,3171,Jakarta Selatan,Cipedak
31,71,10,2,2018,pasar_permanen,0,3171,Jakarta Selatan,Srengseng Sawah
31,71,10,3,2018,pasar_permanen,0,3171,Jakarta Selatan,Ciganjur
31,71,10,4,2018,pasar_permanen,1,3171,Jakarta Selatan,Jagakarsa
31,71,10,5,2018,pasar_permanen,0,3171,Jakarta Selatan,Lenteng Agung
31,71,10,6,2018,pasar_permanen,0,3171,Jakarta Selatan,Tanjung Barat
31,71,20,1,2018,pasar_permanen,0,3171,Jakarta Selatan,Cilandak Timur
31,71,20,2,2018,pasar_permanen,0,3171,Jakarta Selatan,Ragunan
31,71,20,3,2018,pasar_permanen,0,3171,Jakarta Selatan,Kebagusan
31,71,20,4,2018,pasar_permanen,1,3171,Jakarta Selatan,Pasar Minggu
31,71,20,5,2018,pasar_permanen,0,3171,Jakarta Selatan,Jati Padang
31,71,20,6,2018,pasar_permanen,0,3171,Jakarta Selatan,Pejaten Barat
31,71,20,7,2018,pasar_permanen,0,3171,Jakarta Selatan,Pejaten Timur
31,71,30,1,2018,pasar_permanen,0,3171,Jakarta Selatan,Lebak Bulus
31,71,30,2,2018,pasar_permanen,1,3171,Jakarta Selatan,Pondok Labu
31,71,30,3,2018,pasar_permanen,2,3171,Jakarta Selatan,Cilandak Barat
31,71,30,4,2018,pasar_permanen,1,3171,Jakarta Selatan,Gandaria Selatan
31,71,30,5,2018,pasar_permanen,0,3171,Jakarta Selatan,Cipete Selatan
31,71,40,1,2018,pasar_permanen,0,3171,Jakarta Selatan,Bintaro
31,71,40,2,2018,pasar_permanen,2,3171,Jakarta Selatan,Pesanggrahan
31,71,40,3,2018,pasar_permanen,0,3171,Jakarta Selatan,Ulujami
31,71,40,4,2018,pasar_permanen,0,3171,Jakarta Selatan,Petukangan Selatan
31,71,40,5,2018,pasar_permanen,0,3171,Jakarta Selatan,Petukangan Utara
31,71,50,1,2018,pasar_permanen,1,3171,Jakarta Selatan,Pondok Pinang
31,71,50,2,2018,pasar_permanen,0,3171,Jakarta Selatan,Kebayoran Lama Selatan
31,71,50,3,2018,pasar_permanen,1,3171,Jakarta Selatan,Kebayoran Lama Utara
31,71,50,4,2018,pasar_permanen,1,3171,Jakarta Selatan,Cipulir
31,71,50,5,2018,pasar_permanen,1,3171,Jakarta Selatan,Grogol Selatan
31,71,50,6,2018,pasar_permanen,0,3171,Jakarta Selatan,Grogol Utara
31,71,60,1,2018,pasar_permanen,1,3171,Jakarta Selatan,Gandaria Utara
31,71,60,2,2018,pasar_permanen,1,3171,Jakarta Selatan,Cipete Utara
31,71,60,3,2018,pasar_permanen,1,3171,Jakarta Selatan,Pulo
31,71,60,4,2018,pasar_permanen,1,3171,Jakarta Selatan,Petogogan
31,71,60,5,2018,pasar_permanen,1,3171,Jakarta Selatan,Melawai
31,71,60,6,2018,pasar_permanen,0,3171,Jakarta Selatan,Kramat Pela
31,71,60,7,2018,pasar_permanen,1,3171,Jakarta Selatan,Gunung
31,71,60,8,2018,pasar_permanen,0,3171,Jakarta Selatan,Selong
31,71,60,9,2018,pasar_permanen,0,3171,Jakarta Selatan,Rawa Barat
31,71,60,10,2018,pasar_permanen,0,3171,Jakarta Selatan,Senayan
