desa_id,kabkota_id_full,nama_desa,nama_kabkota,vintage_year,sektor,count_total,potensi_weighted
5,3174,Cengkareng Timur,Jakarta Barat,2024,7,80,18704860888.71607
1,3175,Sunter Agung,Jakarta Utara,2021,7,232,17624588043.18308
3,3175,Pegangsaan Dua,Jakarta Utara,2024,7,118,15658974624.917164
3,3175,Pejagalan,Jakarta Utara,2024,9,937,13830064134.8201
1,3172,Pekayon,Jakarta Timur,2021,7,208,13124732981.378126
1,3171,Bangka,Jakarta Selatan,2024,7,202,12737958759.7716
4,3174,Tangki,Jakarta Barat,2018,7,108,11884092894.209862
5,3173,Senen,Jakarta Pusat,2024,9,290,11580081813.65789
3,3172,Ciracas,Jakarta Timur,2021,7,388,11556410458.0337
3,3174,Pegadungan,Jakarta Barat,2024,7,151,11323195757.65165
4,3173,Gondangdia,Jakarta Pusat,2024,9,79,11222671881.137585
2,3175,Kelapa Gading Timur,Jakarta Utara,2024,7,505,11023027386.253906
1,3174,Tanjung Duren Utara,Jakarta Barat,2018,7,557,10963907777.19526
1,3175,Sunter Agung,Jakarta Utara,2024,7,165,10891439364.195778
2,3173,Cempaka Putih Timur,Jakarta Pusat,2024,9,182,10781866297.695875
1,3175,Kelapa Gading Barat,Jakarta Utara,2024,9,335,10767933146.331951
1,3173,Pasar Baru,Jakarta Pusat,2024,9,54,10710384311.191814
2,3175,Pademangan Timur,Jakarta Utara,2024,7,258,10608019008.993656
2,3174,Kalideres,Jakarta Barat,2021,7,141,10513604422.060453
5,3174,Cengkareng Timur,Jakarta Barat,2021,7,103,9950725228.141947
4,3175,Penjaringan,Jakarta Utara,2018,7,1858,9873705665.245079
5,3173,Kebon Sirih,Jakarta Pusat,2024,9,164,9816859479.89105
4,3173,Kebon Kelapa,Jakarta Pusat,2024,9,47,9495190540.622776
2,3175,Pademangan Timur,Jakarta Utara,2021,7,262,9339485235.326742
7,3172,Klender,Jakarta Timur,2024,7,360,9306862532.936298
7,3175,Kali Baru,Jakarta Utara,2024,7,822,9089695677.553726
1,3175,Suka Pura,Jakarta Utara,2024,9,798,9085443592.217585
5,3174,Kembangan Selatan,Jakarta Barat,2024,7,198,8927636507.570366
1,3175,Kelapa Gading Barat,Jakarta Utara,2024,7,93,8917619033.323866
3,3175,Pejagalan,Jakarta Utara,2024,7,641,8846763944.523336
2,3172,Duren Sawit,Jakarta Timur,2024,7,296,8593269401.361269
8,3173,Gunung Sahari Selatan,Jakarta Pusat,2024,9,161,8530183722.817952
2,3175,Sunter Jaya,Jakarta Utara,2024,7,687,8451999878.348953
3,3174,Tomang,Jakarta Barat,2024,7,424,8426240385.460329
6,3175,Semper Barat,Jakarta Utara,2024,7,310,8421633411.720156
5,3171,Menteng Atas,Jakarta Selatan,2020,7,107,8372427642.120831
5,3171,Menteng Atas,Jakarta Selatan,2018,7,96,8354107231.52538
1,3175,Sunter Agung,Jakarta Utara,2024,9,203,8300281800.297546
3,3172,Pondok Kelapa,Jakarta Timur,2021,7,224,8270243136.873457
3,3171,Tegal Parang,Jakarta Selatan,2024,7,67,8266122173.894337
1,3173,Johar Baru,Jakarta Pusat,2024,9,150,8160860125.880304
3,3175,Ancol,Jakarta Utara,2024,9,131,8132032844.886109
5,3173,Petojo Utara,Jakarta Pusat,2024,9,75,7946414166.36812
3,3172,Pondok Kelapa,Jakarta Timur,2024,7,169,7929929307.2211
1,3172,Pondok Bambu,Jakarta Timur,2024,7,179,7889726877.2732115
2,3174,Kalideres,Jakarta Barat,2024,7,84,7855205913.057232
4,3175,Warakas,Jakarta Utara,2024,7,156,7743448990.343653
3,3173,Cikini,Jakarta Pusat,2024,9,57,7720054542.438594
4,3175,Warakas,Jakarta Utara,2021,7,182,7596239621.909005
6,3174,Cengkareng Barat,Jakarta Barat,2024,7,43,7534869501.709153
7,3174,Jelambar Baru,Jakarta Barat,2024,7,240,7451303481.357481
4,3173,Kebon Melati,Jakarta Pusat,2024,9,64,7446040260.839693
1,3173,Gelora,Jakarta Pusat,2024,9,87,7434126596.42235
2,3175,Kelapa Gading Timur,Jakarta Utara,2024,9,207,7290788067.828926
3,3175,Tugu Utara,Jakarta Utara,2024,7,532,7287951990.911673
2,3175,Kapuk Muara,Jakarta Utara,2024,7,594,7257585524.282874
3,3174,Taman Sari,Jakarta Barat,2024,9,97,7123159163.112038
4,3174,Meruya Utara,Jakarta Barat,2024,7,81,6852413668.837159
6,3173,Kebon Kacang,Jakarta Pusat,2024,9,51,6826529711.137831
6,3173,Bungur,Jakarta Pusat,2024,7,794,6821094710.409572
5,3175,Sungai Bambu,Jakarta Utara,2024,9,115,6774824604.567186
7,3174,Jelambar Baru,Jakarta Barat,2018,7,463,6774128733.767071
1,3174,Palmerah,Jakarta Barat,2024,7,255,6768847648.485487
1,3173,Cideng,Jakarta Pusat,2024,9,150,6731220395.799082
4,3175,Lagoa,Jakarta Utara,2021,7,189,6691813806.345502
2,3173,Bendungan Hilir,Jakarta Pusat,2024,9,97,6647824744.877678
2,3173,Pegangsaan,Jakarta Pusat,2024,9,272,6635911080.460335
2,3175,Pademangan Timur,Jakarta Utara,2024,9,213,6606575649.155749
2,3174,Tanjung Duren Selatan,Jakarta Barat,2024,7,177,6573860267.664918
3,3171,Karet Kuningan,Jakarta Selatan,2024,9,176,6470443197.394629
6,3174,Wijaya Kesuma,Jakarta Barat,2024,7,62,6462438907.196021
7,3173,Kampung Bali,Jakarta Pusat,2024,9,53,6433378785.365495
1,3173,Menteng,Jakarta Pusat,2024,9,44,6433378785.365495
1,3174,Duri Kosambi,Jakarta Barat,2024,7,281,6364945216.785736
3,3175,Pejagalan,Jakarta Utara,2018,7,856,6312236132.456157
4,3174,Grogol,Jakarta Barat,2018,7,778,6299352370.201026
5,3174,Jelambar,Jakarta Barat,2024,7,230,6281379196.434063
3,3175,Pegangsaan Dua,Jakarta Utara,2021,7,108,6251316258.868978
4,3174,Grogol,Jakarta Barat,2024,7,365,6156030165.906555
7,3175,Kali Baru,Jakarta Utara,2024,9,545,6113045379.948869
5,3171,Melawai,Jakarta Selatan,2024,9,193,6105443837.541597
2,3172,Kelapa Dua Wetan,Jakarta Timur,2024,7,249,6070566922.131235
5,3174,Kembangan Selatan,Jakarta Barat,2021,7,209,5986097862.281161
1,3174,Joglo,Jakarta Barat,2024,7,279,5933187444.9687605
2,3173,Gunung Sahari Utara,Jakarta Pusat,2024,9,52,5897263886.585037
4,3175,Penjaringan,Jakarta Utara,2020,7,920,5862366296.735451
4,3174,Kebon Jeruk,Jakarta Barat,2024,7,244,5821766084.499864
6,3174,Cengkareng Barat,Jakarta Barat,2021,7,146,5707105566.165031
5,3172,Malaka Jaya,Jakarta Timur,2024,7,218,5668542622.652346
4,3172,Pondok Kopi,Jakarta Timur,2024,7,183,5668542622.652346
6,3174,Cengkareng Barat,Jakarta Barat,2020,7,77,5667948752.675049
1,3171,Bangka,Jakarta Selatan,2024,9,157,5667444605.717962
5,3173,Mangga Dua Selatan,Jakarta Pusat,2024,9,31,5658990598.238167
1,3171,Bangka,Jakarta Selatan,2021,7,131,5648793266.930538
2,3175,Tugu Selatan,Jakarta Utara,2024,7,499,5617796326.327747
2,3172,Kalisari,Jakarta Timur,2021,7,109,5605423934.072126
3,3175,Pegangsaan Dua,Jakarta Utara,2024,9,196,5585865319.6597
5,3175,Pluit,Jakarta Utara,2024,9,53,5574648722.632271
3,3171,Karet Kuningan,Jakarta Selatan,2020,7,122,5563298017.485104
2,3175,Kelapa Gading Timur,Jakarta Utara,2018,7,1025,5548394640.555375
2,3172,Kalisari,Jakarta Timur,2024,7,37,5517783510.347762
3,3171,Karet Kuningan,Jakarta Selatan,2018,7,73,5422841536.253317
4,3171,Mampang Prapatan,Jakarta Selatan,2024,9,210,5401990525.824849
3,3175,Pejagalan,Jakarta Utara,2020,7,651,5351576587.427566
6,3175,Koja,Jakarta Utara,2021,7,196,5243795272.61948
5,3171,Melawai,Jakarta Selatan,2025,9,209,5225381721.110902
4,3175,Lagoa,Jakarta Utara,2024,7,179,5182543637.981634
2,3175,Kelapa Gading Timur,Jakarta Utara,2021,7,507,5159444678.421846
6,3172,Kayu Putih,Jakarta Timur,2024,7,258,5155961640.816761
2,3174,Srengseng,Jakarta Barat,2024,7,118,5139310251.62787
5,3175,Pluit,Jakarta Utara,2024,7,70,5061077771.46644
3,3174,Pegadungan,Jakarta Barat,2021,7,107,5056123541.894064
1,3175,Kamal Muara,Jakarta Utara,2024,9,91,5047468662.343102
3,3172,Pisangan Baru,Jakarta Timur,2024,7,316,4924797668.6164
5,3174,Cengkareng Timur,Jakarta Barat,2025,7,80,4924790891.861128
2,3174,Tanjung Duren Selatan,Jakarta Barat,2018,7,381,4894601686.247884
1,3171,Pondok Pinang,Jakarta Selatan,2024,7,95,4784552431.043507
3,3175,Tugu Utara,Jakarta Utara,2024,9,365,4767053736.657375
4,3175,Penjaringan,Jakarta Utara,2021,7,899,4761122428.044139
1,3175,Rawabadak Selatan,Jakarta Utara,2024,7,341,4757413105.178453
4,3172,Cipinang Muara,Jakarta Timur,2024,7,176,4723785518.876955
5,3171,Grogol Selatan,Jakarta Selatan,2024,7,72,4722009262.010258
3,3174,Taman Sari,Jakarta Barat,2020,7,55,4708606822.170464
6,3175,Kebon Bawang,Jakarta Utara,2024,7,397,4686558016.377923
5,3171,Kuningan Barat,Jakarta Selatan,2024,9,191,4678628158.116116
3,3175,Tugu Utara,Jakarta Utara,2021,7,536,4667399545.602325
6,3174,Kembangan Utara,Jakarta Barat,2024,7,219,4637914129.517834
2,3175,Tugu Selatan,Jakarta Utara,2018,7,969,4606479672.015146
1,3175,Suka Pura,Jakarta Utara,2024,7,218,4534725683.23393
2,3175,Kapuk Muara,Jakarta Utara,2018,7,465,4517442933.695423
2,3175,Sunter Jaya,Jakarta Utara,2020,7,687,4517442933.695423
1,3175,Kamal Muara,Jakarta Utara,2024,7,50,4514481372.148064
2,3175,Kapuk Muara,Jakarta Utara,2020,7,463,4508070645.451242
5,3174,Mangga Besar,Jakarta Barat,2024,9,62,4500541471.238969
2,3172,Duren Sawit,Jakarta Timur,2021,7,323,4495636385.773317
1,3171,Menteng Dalam,Jakarta Selatan,2024,9,220,4479537598.196281
5,3173,Senen,Jakarta Pusat,2025,9,290,4459938071.577105
4,3173,Galur,Jakarta Pusat,2018,7,89,4445340825.7470045
5,3175,Sungai Bambu,Jakarta Utara,2024,7,251,4443626283.347534
5,3171,Melawai,Jakarta Selatan,2020,9,257,4421968258.426967
1,3172,Pekayon,Jakarta Timur,2024,7,69,4402166079.293843
6,3173,Kebon Kosong,Jakarta Pusat,2024,9,53,4372314841.165068
5,3173,Mangga Dua Selatan,Jakarta Pusat,2024,7,447,4366502489.038196
1,3175,Kelapa Gading Barat,Jakarta Utara,2021,7,90,4362800177.66643
4,3173,Gondangdia,Jakarta Pusat,2025,9,79,4322285661.960526
2,3173,Paseban,Jakarta Pusat,2024,9,39,4312746519.07835
4,3174,Grogol,Jakarta Barat,2024,9,405,4311669826.762514
3,3174,Tomang,Jakarta Barat,2018,7,527,4272987272.0944023
5,3171,Melawai,Jakarta Selatan,2018,9,123,4228672639.9448295
3,3175,Pegangsaan Dua,Jakarta Utara,2025,7,118,4196580042.342182
8,3174,Jembatan Lima,Jakarta Barat,2024,7,152,4192228687.6422462
1,3171,Bintaro,Jakarta Selatan,2024,7,296,4179968463.7221045
2,3175,Sunter Jaya,Jakarta Utara,2021,7,687,4156609836.2944403
2,3173,Cempaka Putih Timur,Jakarta Pusat,2025,9,182,4152514356.7667475
1,3173,Pasar Baru,Jakarta Pusat,2025,9,54,4124983874.8434324
1,3175,Kelapa Gading Barat,Jakarta Utara,2021,9,345,4118836576.2751656
1,3175,Pademangan Barat,Jakarta Utara,2024,7,290,4109595150.430749
3,3173,Karet Tengsin,Jakarta Pusat,2024,9,55,4098300559.5661674
6,3171,Kramat Pela,Jakarta Selatan,2024,9,102,4094629182.3512673
7,3172,Klender,Jakarta Timur,2018,7,808,4067005865.6219816
1,3173,Rawa Sari,Jakarta Pusat,2024,9,60,4038732237.4794493
4,3175,Lagoa,Jakarta Utara,2024,9,84,4037974929.8744817
1,3172,Jatinegara,Jakarta Timur,2024,7,171,4030293602.2758703
2,3171,Tebet Barat,Jakarta Selatan,2024,9,122,4021629310.3806615
5,3174,Jelambar,Jakarta Barat,2018,7,433,4013573382.723264
3,3175,Pejagalan,Jakarta Utara,2021,7,637,4011339368.509629
6,3172,Cililitan,Jakarta Timur,2024,9,346,3988477444.4641333
5,3174,Duri Kepa,Jakarta Barat,2024,7,99,3983313636.7630644
2,3172,Penggilingan,Jakarta Timur,2024,7,148,3929787527.4061475
4,3174,Meruya Utara,Jakarta Barat,2021,7,64,3915681348.9983068
7,3174,Angke,Jakarta Barat,2021,7,82,3910786747.312059
3,3171,Kebagusan,Jakarta Selatan,2024,9,188,3902174974.4287605
4,3171,Pasar Minggu,Jakarta Selatan,2024,7,57,3898524203.072487
2,3175,Sunter Jaya,Jakarta Utara,2024,9,97,3892159168.5179033
2,3174,Rawa Buaya,Jakarta Barat,2024,7,153,3871892276.2941675
4,3171,Jagakarsa,Jakarta Selatan,2024,7,68,3856828757.050321
3,3174,Tomang,Jakarta Barat,2020,7,430,3842262323.704589
6,3175,Semper Barat,Jakarta Utara,2021,7,308,3837952035.992274
2,3175,Pademangan Timur,Jakarta Utara,2021,9,223,3822618877.2964725
1,3173,Kenari,Jakarta Pusat,2024,9,14,3812372613.549923
7,3174,Kedoya Utara,Jakarta Barat,2024,7,75,3788326255.9424953
3,3171,Kebayoran Lama Utara,Jakarta Selatan,2024,9,146,3782720638.4768596
5,3173,Kebon Sirih,Jakarta Pusat,2025,9,164,3780852850.801989
2,3175,Kapuk Muara,Jakarta Utara,2024,9,173,3768776601.216183
4,3173,Karang Anyar,Jakarta Pusat,2024,9,24,3740890627.0458617
5,3173,Senen,Jakarta Pusat,2024,7,270,3740331003.9944777
2,3171,Rawajati,Jakarta Selatan,2024,9,118,3736266174.495565
2,3174,Sukabumi Utara,Jakarta Barat,2024,7,192,3718687905.6494346
3,3171,Cilandak Barat,Jakarta Selatan,2024,7,137,3700470834.4672
6,3171,Pasar Manggis,Jakarta Selatan,2024,7,31,3658775388.4450345
1,3171,Gandaria Utara,Jakarta Selatan,2024,7,95,3637927665.4339514
5,3171,Menteng Atas,Jakarta Selatan,2024,9,220,3610175486.546336
3,3175,Pejagalan,Jakarta Utara,2020,9,936,3596929201.884135
4,3174,Meruya Utara,Jakarta Barat,2020,7,60,3592637637.7059464
4,3173,Kebon Kelapa,Jakarta Pusat,2025,9,43,3583551063.684895
3,3175,Pejagalan,Jakarta Utara,2018,9,932,3540506783.03105
2,3173,Petojo Selatan,Jakarta Pusat,2024,9,43,3514531003.1163354
3,3174,Taman Sari,Jakarta Barat,2025,9,97,3514463693.7900662
2,3171,Pondok Labu,Jakarta Selatan,2024,7,136,3491993604.356372
3,3172,Baru,Jakarta Timur,2024,7,33,3487560797.9793687
4,3174,Kapuk,Jakarta Barat,2020,7,127,3460483392.1772537
3,3175,Pejagalan,Jakarta Utara,2021,9,935,3455873154.751424
3,3175,Ancol,Jakarta Utara,2020,9,191,3433304187.21019
1,3174,Duri Kosambi,Jakarta Barat,2021,7,87,3416431977.0010223
2,3173,Bendungan Hilir,Jakarta Pusat,2024,7,304,3414721831.7717443
6,3171,Grogol Utara,Jakarta Selatan,2018,7,526,3383169156.626506
3,3175,Ancol,Jakarta Utara,2018,9,192,3379702889.2997594
7,3175,Kali Baru,Jakarta Utara,2021,7,597,3359965335.5390234
4,3171,Mampang Prapatan,Jakarta Selatan,2024,7,210,3346059543.278792
3,3171,Cilandak Barat,Jakarta Selatan,2024,9,156,3344721406.6532235
5,3172,Cakung Timur,Jakarta Timur,2024,7,77,3336801685.674785
3,3175,Pejagalan,Jakarta Utara,2025,9,937,3332867993.1688037
7,3174,Jelambar Baru,Jakarta Barat,2020,7,247,3323434544.9623127
3,3175,Ancol,Jakarta Utara,2018,7,192,3322476182.562298
4,3175,Penjaringan,Jakarta Utara,2024,9,93,3308896123.0915895
3,3175,Marunda,Jakarta Utara,2021,7,372,3299045461.951844
8,3173,Gunung Sahari Selatan,Jakarta Pusat,2025,9,161,3285304176.182311
1,3172,Cibubur,Jakarta Timur,2024,7,254,3276498040.7529516
6,3175,Koja,Jakarta Utara,2024,7,171,3239089773.7385216
1,3171,Cilandak Timur,Jakarta Selatan,2021,7,76,3236605871.862903
2,3172,Kelapa Dua Wetan,Jakarta Timur,2021,7,263,3223035694.161211
4,3171,Gandaria Selatan,Jakarta Selatan,2021,7,195,3221338863.033361
6,3172,Malaka Sari,Jakarta Timur,2024,7,292,3206143788.3441463
7,3172,Pulo Gadung,Jakarta Timur,2024,7,245,3206143788.344146
5,3171,Jati Padang,Jakarta Selatan,2021,7,128,3199965050.6720023
4,3172,Jati,Jakarta Timur,2024,7,137,3186042573.3702016
1,3174,Sukabumi Selatan,Jakarta Barat,2024,7,168,3175508773.363562
7,3172,Ceger,Jakarta Timur,2024,9,252,3148157005.78314
5,3175,Rawabadak Utara,Jakarta Utara,2024,7,159,3147990373.852125
6,3172,Rawa Bunga,Jakarta Timur,2020,7,48,3146613198.320275
5,3174,Kembangan Selatan,Jakarta Barat,2024,9,204,3146061963.7078166
1,3173,Johar Baru,Jakarta Pusat,2025,9,150,3143063352.911848
3,3175,Ancol,Jakarta Utara,2020,7,153,3139716561.800761
2,3175,Kelapa Gading Timur,Jakarta Utara,2020,7,491,3125658129.434489
6,3173,Bungur,Jakarta Pusat,2024,9,92,3121380077.343999
6,3172,Cililitan,Jakarta Timur,2024,7,257,3115688320.9613957
3,3175,Tugu Utara,Jakarta Utara,2020,7,531,3111599697.0682173
1,3174,Palmerah,Jakarta Barat,2020,7,267,3098282867.3949103
4,3171,Cipulir,Jakarta Selatan,2024,7,61,3095886867.145798
3,3171,Kebayoran Lama Utara,Jakarta Selatan,2024,7,49,3095886867.145798
2,3172,Batu Ampar,Jakarta Timur,2024,7,264,3095587105.9874516
5,3174,Jelambar,Jakarta Barat,2020,7,241,3093388265.7086625
5,3174,Jelambar,Jakarta Barat,2021,7,241,3093388265.7086625
5,3171,Cipete Selatan,Jakarta Selatan,2024,9,70,3085903678.7574387
2,3171,Kuningan Timur,Jakarta Selatan,2024,9,16,3085903678.757438
1,3172,Pisangan Timur,Jakarta Timur,2024,7,193,3085536498.5004787
2,3171,Srengseng Sawah,Jakarta Selatan,2024,7,211,3085463005.640257
7,3174,Glodok,Jakarta Barat,2024,9,34,3075909638.6165614
4,3173,Kebon Melati,Jakarta Pusat,2021,7,44,3074769212.1292667
4,3173,Kebon Kelapa,Jakarta Pusat,2020,9,159,3069249067.9886684
7,3175,Kali Baru,Jakarta Utara,2020,7,563,3064738255.84731
4,3174,Kapuk,Jakarta Barat,2024,7,106,3064087412.8946652
5,3173,Petojo Utara,Jakarta Pusat,2025,9,75,3060471907.1419015
3,3173,Cempaka Putih Barat,Jakarta Pusat,2018,7,56,3052226915.852659
7,3171,Pejaten Timur,Jakarta Selatan,2021,7,192,3041188158.8447657
5,3172,Gedong,Jakarta Timur,2024,7,161,3035283461.065618
4,3172,Cijantung,Jakarta Timur,2024,7,212,3035283461.0656176
3,3173,Kartini,Jakarta Pusat,2024,9,16,3002243433.170564
6,3171,Grogol Utara,Jakarta Selatan,2024,7,65,3002072113.595926
5,3175,Rawabadak Utara,Jakarta Utara,2021,7,164,2999132238.13804
1,3174,Palmerah,Jakarta Barat,2021,7,261,2995496231.9837046
1,3171,Gandaria Utara,Jakarta Selatan,2024,9,209,2992994750.7948484
3,3174,Pegadungan,Jakarta Barat,2025,7,151,2981276988.1482472
4,3171,Gandaria Selatan,Jakarta Selatan,2024,7,111,2981224390.5848427
3,3173,Cikini,Jakarta Pusat,2025,9,57,2973292047.718069
5,3171,Melawai,Jakarta Selatan,2021,9,197,2965631406.849223
3,3171,Karet Kuningan,Jakarta Selatan,2025,9,176,2962062312.839029
4,3171,Jagakarsa,Jakarta Selatan,2021,7,88,2961799712.931147
3,3174,Tomang,Jakarta Barat,2021,7,424,2961234020.17997
2,3175,Kelapa Gading Timur,Jakarta Utara,2025,7,505,2954153630.323618
3,3172,Ciracas,Jakarta Timur,2024,7,211,2934777386.1958957
3,3172,Kebon Pala,Jakarta Timur,2024,7,217,2924726778.7089233
3,3173,Tanah Tinggi,Jakarta Pusat,2024,7,70,2922133596.8706856
1,3174,Tanjung Duren Utara,Jakarta Barat,2024,9,63,2919415990.33607
1,3175,Sunter Agung,Jakarta Utara,2025,7,165,2918888251.8165407
2,3175,Tugu Selatan,Jakarta Utara,2024,9,160,2916315227.1315703
5,3172,Rawamangun,Jakarta Timur,2024,9,136,2910675142.6776423
7,3172,Klender,Jakarta Timur,2021,7,360,2904054841.9555655
5,3172,Kramat Jati,Jakarta Timur,2024,9,235,2892407307.0541425
1,3171,Karet Semanggi,Jakarta Selatan,2024,9,60,2886813118.8376036
10,3174,Roa Malaka,Jakarta Barat,2018,7,73,2873131189.8275075
4,3173,Kebon Melati,Jakarta Pusat,2025,9,64,2867758533.6786933
1,3171,Kalibata,Jakarta Selatan,2024,9,369,2866904062.8456197
2,3171,Pela Mampang,Jakarta Selatan,2024,7,138,2866561914.023887
5,3171,Lenteng Agung,Jakarta Selatan,2024,7,125,2866561914.023887
1,3173,Gelora,Jakarta Pusat,2025,9,87,2863170120.024808
7,3172,Cawang,Jakarta Timur,2024,9,112,2861960914.3483095
6,3174,Jati Pulo,Jakarta Barat,2024,7,90,2855172362.0154834
1,3175,Pademangan Barat,Jakarta Utara,2018,7,414,2844489482.109048
7,3174,Jelambar Baru,Jakarta Barat,2021,7,242,2843763579.71002
2,3175,Pademangan Timur,Jakarta Utara,2025,7,258,2842932051.9551435
4,3172,Cipayung,Jakarta Timur,2024,7,159,2834271311.326173
2,3174,Maphar,Jakarta Barat,2024,9,57,2827678334.4475055
8,3174,Pinangsia,Jakarta Barat,2024,9,169,2816885669.048851
2,3171,Kebayoran Lama Selatan,Jakarta Selatan,2024,7,66,2804018744.9906387
6,3173,Bungur,Jakarta Pusat,2025,7,794,2799976297.7345343
3,3174,Pegadungan,Jakarta Barat,2020,7,90,2799712164.533789
1,3171,Cipedak,Jakarta Selatan,2020,7,303,2793862615.8061852
1,3171,Gandaria Utara,Jakarta Selatan,2021,7,111,2775542205.210735
3,3174,Kelapa Dua,Jakarta Barat,2018,7,64,2775239156.10255
3,3174,Pegadungan,Jakarta Barat,2018,7,124,2775239156.1025496
6,3173,Kebon Kosong,Jakarta Pusat,2024,7,53,2771852440.460193
7,3172,Klender,Jakarta Timur,2020,7,396,2767823436.326071
6,3174,Kedoya Selatan,Jakarta Barat,2024,7,39,2757678671.605199
5,3175,Rawabadak Utara,Jakarta Utara,2018,7,541,2755452743.7893248
3,3172,Pisangan Baru,Jakarta Timur,2021,7,331,2751209850.2736936
4,3171,Pasar Minggu,Jakarta Selatan,2021,7,394,2745008187.551651
1,3175,Kelapa Gading Barat,Jakarta Utara,2025,9,336,2730086515.0855565
6,3174,Jembatan Besi,Jakarta Barat,2021,7,63,2711609334.1813273
8,3174,Pinangsia,Jakarta Barat,2024,7,37,2701967991.3707504
3,3174,Tomang,Jakarta Barat,2024,9,273,2698166349.6636505
5,3172,Malaka Jaya,Jakarta Timur,2021,7,222,2698046374.9060855
1,3173,Rawa Sari,Jakarta Pusat,2021,7,87,2673516338.4056525
2,3174,Srengseng,Jakarta Barat,2021,7,115,2657768715.632601
5,3175,Semper Timur,Jakarta Utara,2024,7,237,2652004752.2484145
6,3173,Kebon Kacang,Jakarta Pusat,2025,9,51,2629161023.676626
5,3171,Grogol Selatan,Jakarta Selatan,2021,7,210,2628978920.4471316
6,3171,Pejaten Barat,Jakarta Selatan,2024,7,67,2626813099.396435
4,3175,Penjaringan,Jakarta Utara,2024,7,106,2621638285.6196156
6,3172,Cakung Barat,Jakarta Timur,2018,7,648,2598364858.5918217
1,3173,Cideng,Jakarta Pusat,2025,9,150,2592453714.445539
4,3173,Kebon Kelapa,Jakarta Pusat,2021,9,171,2585132859.129539
7,3172,Klender,Jakarta Timur,2025,7,381,2578686042.278475
4,3175,Penjaringan,Jakarta Utara,2020,9,585,2578504541.58596
6,3172,Rawa Bunga,Jakarta Timur,2024,7,190,2572955516.6648946
2,3175,Tugu Selatan,Jakarta Utara,2020,7,499,2572693123.0277877
5,3175,Pluit,Jakarta Utara,2020,7,137,2568006978.905697
5,3171,Grogol Selatan,Jakarta Selatan,2020,7,212,2567910885.1289635
1,3175,Kelapa Gading Barat,Jakarta Utara,2020,9,334,2567220057.815343
4,3174,Grogol,Jakarta Barat,2020,9,402,2562985472.866325
2,3173,Bendungan Hilir,Jakarta Pusat,2025,9,97,2560334818.8683376
2,3173,Pegangsaan,Jakarta Pusat,2025,9,272,2555746405.2144513
4,3174,Grogol,Jakarta Barat,2021,9,401,2551322285.2764897
4,3172,Ujung Menteng,Jakarta Timur,2018,7,602,2545201383.2242136
4,3175,Cilincing,Jakarta Utara,2024,9,117,2523734331.171551
5,3175,Pluit,Jakarta Utara,2018,7,203,2521145537.68479
2,3175,Tugu Selatan,Jakarta Utara,2021,7,496,2516459393.5626993
1,3174,Joglo,Jakarta Barat,2021,7,367,2501141461.6726685
1,3173,Johar Baru,Jakarta Pusat,2024,7,190,2496336987.0409575
3,3171,Duren Tiga,Jakarta Selatan,2021,7,113,2482415635.6835284
1,3173,Menteng,Jakarta Pusat,2025,9,44,2477743373.098391
7,3173,Kampung Bali,Jakarta Pusat,2025,9,53,2477743373.098391
2,3171,Pela Mampang,Jakarta Selatan,2020,7,62,2476308832.1517115
4,3171,Mampang Prapatan,Jakarta Selatan,2025,9,210,2472942279.6420197
4,3174,Tegal Alur,Jakarta Barat,2024,7,68,2465197600.374344
1,3171,Cipedak,Jakarta Selatan,2021,7,289,2464095225.088078
1,3174,Palmerah,Jakarta Barat,2018,7,341,2457090046.4964375
3,3171,Tegal Parang,Jakarta Selatan,2021,7,75,2454935019.790353
7,3172,Cawang,Jakarta Timur,2024,7,226,2452348226.821228
1,3174,Tanjung Duren Utara,Jakarta Barat,2024,7,105,2451269930.315732
1,3175,Suka Pura,Jakarta Utara,2018,7,409,2446167231.7313395
1,3171,Bangka,Jakarta Selatan,2025,7,192,2446000899.7355113
1,3172,Pondok Bambu,Jakarta Timur,2021,7,167,2442197149.6994743
7,3175,Kali Baru,Jakarta Utara,2025,7,822,2436023838.4119453
1,3175,Kelapa Gading Barat,Jakarta Utara,2025,7,109,2433311116.988324
3,3173,Cempaka Putih Barat,Jakarta Pusat,2024,9,30,2430387541.138076
6,3172,Cililitan,Jakarta Timur,2025,9,347,2399522971.0129423
6,3172,Bambu Apus,Jakarta Timur,2024,7,190,2381993974.412422
3,3171,Kebagusan,Jakarta Selatan,2024,7,207,2376640423.263441
3,3175,Pejagalan,Jakarta Utara,2025,7,642,2376343967.0922766
1,3175,Pademangan Barat,Jakarta Utara,2020,7,311,2375875069.8999786
4,3171,Petogogan,Jakarta Selatan,2024,9,152,2375814015.043361
2,3171,Kebayoran Lama Selatan,Jakarta Selatan,2021,7,57,2369439770.344918
3,3173,Cempaka Putih Barat,Jakarta Pusat,2021,7,68,2366941109.0437903
2,3174,Kalideres,Jakarta Barat,2020,7,82,2359198012.7714796
5,3173,Mangga Dua Selatan,Jakarta Pusat,2021,7,447,2353415731.277826
5,3174,Kembangan Selatan,Jakarta Barat,2025,7,198,2350551721.2829356
2,3174,Srengseng,Jakarta Barat,2024,9,119,2347404724.207376
5,3173,Mangga Dua Selatan,Jakarta Pusat,2020,7,446,2344398812.767183
1,3175,Sunter Agung,Jakarta Utara,2020,7,124,2343072061.045344
