desa_id,kabkota_id_full,nama_desa,nama_kabkota,vintage_year,sektor,count_total,potensi_weighted
6,3174,Wijaya Kesuma,Jakarta Barat,2020,7,64,2339619606.0264883
5,3174,Krendang,Jakarta Barat,2024,7,109,2325920899.788223
1,3173,Menteng,Jakarta Pusat,2024,7,94,2321008971.228716
7,3175,Kali Baru,Jakarta Utara,2018,7,403,2314955196.3128
4,3173,Kwitang,Jakarta Pusat,2024,9,32,2311250896.9646406
1,3175,Pademangan Barat,Jakarta Utara,2024,9,83,2310618987.6503983
2,3174,Tanjung Duren Selatan,Jakarta Barat,2021,7,177,2310251995.909001
2,3174,Tanjung Duren Selatan,Jakarta Barat,2020,7,177,2310251995.909001
6,3171,Tanjung Barat,Jakarta Selatan,2018,7,610,2308371735.0267496
5,3171,Menteng Atas,Jakarta Selatan,2024,7,164,2303673392.7246513
6,3171,Grogol Utara,Jakarta Selatan,2020,7,176,2302264931.4949327
1,3175,Rawabadak Selatan,Jakarta Utara,2024,9,96,2299402390.6229687
1,3171,Cilandak Timur,Jakarta Selatan,2024,7,88,2293249531.2191095
1,3171,Kalibata,Jakarta Selatan,2024,7,160,2293249531.2191095
4,3174,Kebon Jeruk,Jakarta Barat,2018,7,195,2290673589.164009
5,3174,Kota Bambu Selatan,Jakarta Barat,2020,7,54,2275989784.1052656
2,3173,Gunung Sahari Utara,Jakarta Pusat,2025,9,52,2271264758.6735253
6,3174,Wijaya Kesuma,Jakarta Barat,2021,7,62,2271095182.419018
2,3174,Kalideres,Jakarta Barat,2018,7,127,2266200580.73277
2,3175,Sunter Jaya,Jakarta Utara,2025,7,687,2265122388.723802
3,3172,Tengah,Jakarta Timur,2024,7,169,2261386684.568755
5,3173,Petamburan,Jakarta Pusat,2021,7,36,2258738086.9160743
3,3175,Tugu Utara,Jakarta Utara,2018,7,355,2258721466.8477116
6,3175,Semper Barat,Jakarta Utara,2025,7,310,2256984224.4529386
3,3173,Gambir,Jakarta Pusat,2024,9,19,2251682574.877923
5,3172,Utan Kayu Selatan,Jakarta Timur,2024,7,206,2251336077.081783
1,3171,Pondok Pinang,Jakarta Selatan,2024,9,148,2249723327.0941324
6,3172,Kayu Putih,Jakarta Timur,2018,7,478,2249479551.4918966
6,3174,Wijaya Kesuma,Jakarta Barat,2018,7,180,2246622173.9877787
1,3174,Duri Kosambi,Jakarta Barat,2024,9,186,2244874402.9201574
1,3175,Suka Pura,Jakarta Utara,2021,9,795,2242791149.4101076
1,3175,Suka Pura,Jakarta Utara,2020,9,795,2242791149.4101076
1,3175,Suka Pura,Jakarta Utara,2018,9,795,2242791149.4101076
4,3174,Tegal Alur,Jakarta Barat,2021,7,92,2236832970.6152825
8,3174,Pinangsia,Jakarta Barat,2020,9,172,2221837235.86364
5,3174,Mangga Besar,Jakarta Barat,2025,9,62,2220502061.076451
3,3172,Pondok Kelapa,Jakarta Timur,2024,9,249,2216497388.984648
4,3172,Ujung Menteng,Jakarta Timur,2024,7,33,2211133647.133894
8,3174,Pinangsia,Jakarta Barat,2021,9,168,2210174048.2738047
6,3174,Wijaya Kesuma,Jakarta Barat,2024,9,273,2201703741.325539
5,3174,Cengkareng Timur,Jakarta Barat,2024,9,95,2201703741.3255386
8,3174,Pinangsia,Jakarta Barat,2018,9,170,2198510860.683969
6,3171,Pasar Manggis,Jakarta Selatan,2018,7,103,2195395869.688139
1,3175,Suka Pura,Jakarta Utara,2025,9,798,2189475323.979506
2,3172,Duren Sawit,Jakarta Timur,2025,7,296,2182947095.1961346
7,3173,Kemayoran,Jakarta Pusat,2024,9,67,2180200588.3738623
5,3173,Mangga Dua Selatan,Jakarta Pusat,2025,9,31,2179496485.595807
2,3172,Duren Sawit,Jakarta Timur,2018,7,432,2169734338.440485
5,3171,Cipete Selatan,Jakarta Selatan,2024,7,27,2168163193.152613
10,3171,Senayan,Jakarta Selatan,2024,9,68,2163450751.128871
4,3174,Grogol,Jakarta Barat,2020,7,365,2163413945.3215647
4,3174,Grogol,Jakarta Barat,2021,7,365,2163413945.3215647
2,3175,Kapuk Muara,Jakarta Utara,2021,7,443,2155626296.1617165
4,3175,Penjaringan,Jakarta Utara,2021,9,582,2155336400.1878266
2,3173,Cempaka Putih Timur,Jakarta Pusat,2024,7,96,2154029908.550391
3,3172,Pondok Kelapa,Jakarta Timur,2018,7,463,2146475317.967157
1,3173,Pasar Baru,Jakarta Pusat,2021,9,54,2143943210.6618593
3,3171,Pulo,Jakarta Selatan,2024,9,52,2143541695.1368873
1,3172,Pondok Bambu,Jakarta Timur,2018,7,453,2143152600.7566814
4,3171,Pasar Minggu,Jakarta Selatan,2020,9,322,2139491229.2269394
2,3175,Pademangan Timur,Jakarta Utara,2020,9,267,2135588553.589247
1,3174,Duri Kosambi,Jakarta Barat,2020,7,75,2134046335.2040772
1,3174,Tanjung Duren Utara,Jakarta Barat,2020,9,57,2131447532.042416
5,3173,Kebon Sirih,Jakarta Pusat,2020,9,154,2120095121.5554984
6,3175,Semper Barat,Jakarta Utara,2024,9,35,2119936838.184103
3,3174,Meruya Selatan,Jakarta Barat,2024,7,84,2117005848.9090414
7,3172,Bali Mester,Jakarta Timur,2018,7,492,2113248145.8624022
4,3171,Mampang Prapatan,Jakarta Selatan,2021,7,140,2106847218.4767954
5,3171,Jati Padang,Jakarta Selatan,2024,7,100,2105620024.1193645
1,3171,Cilandak Timur,Jakarta Selatan,2024,9,176,2103723583.1529202
2,3171,Cipete Utara,Jakarta Selatan,2018,7,219,2097687013.1790702
2,3174,Tanjung Duren Selatan,Jakarta Barat,2024,9,55,2093777087.3389928
8,3172,Lubang Buaya,Jakarta Timur,2018,7,495,2083343690.968123
8,3172,Lubang Buaya,Jakarta Timur,2024,7,113,2080475749.8032546
7,3174,Glodok,Jakarta Barat,2018,9,115,2078963187.8881567
2,3175,Pademangan Timur,Jakarta Utara,2018,7,347,2075961846.086175
1,3175,Rawabadak Selatan,Jakarta Utara,2021,7,135,2075961846.0861747
1,3172,Pinang Ranti,Jakarta Timur,2024,7,80,2070425142.3162823
2,3174,Kalideres,Jakarta Barat,2025,7,84,2068192154.1397436
6,3174,Kembangan Utara,Jakarta Barat,2021,7,220,2060627309.910359
3,3174,Taman Sari,Jakarta Barat,2020,9,25,2058552609.6059449
9,3171,Rawa Barat,Jakarta Selatan,2024,9,53,2057269119.1716256
3,3174,Tanah Sereal,Jakarta Barat,2021,7,329,2055732708.224111
1,3171,Menteng Dalam,Jakarta Selatan,2025,9,220,2050658524.2731736
2,3171,Pondok Labu,Jakarta Selatan,2024,9,131,2050632767.1742978
7,3172,Ceger,Jakarta Timur,2024,7,148,2050323927.3423378
3,3171,Kebayoran Lama Utara,Jakarta Selatan,2020,7,57,2042725781.3927188
5,3172,Rawamangun,Jakarta Timur,2024,7,102,2040273319.8553658
1,3171,Lebak Bulus,Jakarta Selatan,2024,9,61,2037360063.179642
6,3174,Jembatan Besi,Jakarta Barat,2024,7,85,2033439828.5573688
1,3174,Semanan,Jakarta Barat,2024,7,63,2033439828.5573688
5,3172,Kramat Jati,Jakarta Timur,2024,7,152,2030222712.3683934
1,3173,Pasar Baru,Jakarta Pusat,2020,9,53,2024702765.1300538
4,3172,Cipinang Muara,Jakarta Timur,2018,7,532,2023534781.1795645
5,3171,Kuningan Barat,Jakarta Selatan,2025,9,181,2020278397.9876451
4,3171,Pasar Minggu,Jakarta Selatan,2021,9,322,2017688510.7313464
5,3174,Cengkareng Timur,Jakarta Barat,2020,7,46,2011681293.0478802
3,3172,Tengah,Jakarta Timur,2024,9,290,2009461918.584983
1,3172,Pondok Bambu,Jakarta Timur,2025,7,180,2009332589.3793657
3,3171,Ciganjur,Jakarta Selatan,2024,7,81,2001381409.0639503
1,3175,Sunter Agung,Jakarta Utara,2025,9,203,2000261407.092388
3,3171,Cilandak Barat,Jakarta Selatan,2021,7,147,1999978156.6700015
3,3175,Ancol,Jakarta Utara,2024,7,134,1994064641.9577773
2,3173,Kampung Rawa,Jakarta Pusat,2024,7,87,1987050845.8720663
4,3175,Lagoa,Jakarta Utara,2018,7,319,1986925107.7664518
6,3171,Pasar Manggis,Jakarta Selatan,2020,7,46,1981657746.0745509
5,3175,Pluit,Jakarta Utara,2021,7,115,1977552819.5222702
4,3173,Kebon Kelapa,Jakarta Pusat,2018,9,84,1965082542.3641512
3,3174,Kelapa Dua,Jakarta Barat,2024,7,53,1963801478.264308
4,3175,Penjaringan,Jakarta Utara,2018,9,416,1963500176.0873394
3,3175,Ancol,Jakarta Utara,2025,9,131,1959715567.7594342
3,3175,Tugu Utara,Jakarta Utara,2025,7,532,1953159425.0073504
2,3175,Kapuk Muara,Jakarta Utara,2025,7,594,1945021260.7364864
1,3171,Menteng Dalam,Jakarta Selatan,2024,7,115,1938838240.030702
3,3174,Kedaung Kali Angke,Jakarta Barat,2024,7,60,1935946138.1470838
4,3172,Susukan,Jakarta Timur,2024,7,37,1929716637.498671
5,3175,Pluit,Jakarta Utara,2018,9,227,1929646724.7754886
5,3174,Kembangan Selatan,Jakarta Barat,2021,9,187,1927341749.2202969
2,3174,Duri Selatan,Jakarta Barat,2024,9,345,1926490773.6598465
2,3172,Batu Ampar,Jakarta Timur,2018,7,542,1920530547.6548245
6,3171,Tanjung Barat,Jakarta Selatan,2024,9,89,1917905727.2277412
6,3171,Kramat Pela,Jakarta Selatan,2025,9,107,1913947955.9882956
3,3174,Tanah Sereal,Jakarta Barat,2024,7,76,1894163127.9712477
1,3171,Bangka,Jakarta Selatan,2020,9,205,1887942136.6816926
1,3171,Bangka,Jakarta Selatan,2021,9,205,1887942136.6816926
2,3171,Pesanggrahan,Jakarta Selatan,2024,7,101,1886718932.5029948
3,3173,Kramat,Jakarta Pusat,2024,9,46,1882358977.9402745
4,3171,Pasar Minggu,Jakarta Selatan,2018,7,496,1880895487.799574
4,3174,Tangki,Jakarta Barat,2024,7,35,1880235457.9126353
1,3171,Bangka,Jakarta Selatan,2018,9,222,1874702710.7582586
1,3175,Kelapa Gading Barat,Jakarta Utara,2018,9,269,1864760943.0944417
1,3175,Kamal Muara,Jakarta Utara,2018,7,52,1860399216.4700031
6,3174,Jati Pulo,Jakarta Barat,2018,7,87,1859948640.7741957
5,3171,Kuningan Barat,Jakarta Selatan,2024,7,79,1855447347.9863706
3,3174,Taman Sari,Jakarta Barat,2021,9,52,1851531029.8863668
3,3172,Pondok Kelapa,Jakarta Timur,2025,7,166,1851037010.5464296
1,3174,Krukut,Jakarta Barat,2018,7,58,1850159437.4017
2,3171,Kuningan Timur,Jakarta Selatan,2025,9,90,1847111678.1601326
1,3175,Sunter Agung,Jakarta Utara,2018,7,73,1846340784.103731
2,3174,Slipi,Jakarta Barat,2018,7,308,1845264835.715452
6,3174,Cengkareng Barat,Jakarta Barat,2025,7,40,1844504704.8444877
2,3171,Tebet Barat,Jakarta Selatan,2025,9,122,1841035652.903027
1,3174,Palmerah,Jakarta Barat,2025,7,259,1840837697.4789917
5,3172,Cakung Timur,Jakarta Timur,2018,7,362,1840785334.603413
7,3173,Kampung Bali,Jakarta Pusat,2020,7,68,1839451376.1711743
2,3174,Duri Selatan,Jakarta Barat,2024,7,76,1838452447.736799
3,3172,Tengah,Jakarta Timur,2018,7,491,1837462617.3929377
8,3174,Pinangsia,Jakarta Barat,2018,7,134,1835475632.3429563
6,3173,Kebon Kosong,Jakarta Pusat,2018,7,200,1834942916.9158525
2,3172,Makasar,Jakarta Timur,2024,7,47,1819159955.1419764
6,3174,Jati Pulo,Jakarta Barat,2024,9,101,1818564119.6733005
4,3171,Pancoran,Jakarta Selatan,2024,9,76,1818360447.267824
1,3175,Kamal Muara,Jakarta Utara,2020,7,41,1818223919.371187
3,3172,Baru,Jakarta Timur,2021,7,154,1817526314.130085
7,3172,Pulo Gadung,Jakarta Timur,2018,7,454,1814203596.9196093
4,3174,Meruya Utara,Jakarta Barat,2025,7,83,1811501638.5550237
5,3172,Cipinang Melayu,Jakarta Timur,2024,7,60,1809109347.655004
6,3171,Grogol Utara,Jakarta Selatan,2021,7,168,1807613845.4177723
3,3175,Marunda,Jakarta Utara,2018,7,372,1804165487.0049148
7,3173,Kampung Bali,Jakarta Pusat,2020,9,61,1802915536.4408963
4,3172,Cipinang Muara,Jakarta Timur,2020,7,115,1800912728.0777075
6,3175,Semper Barat,Jakarta Utara,2018,7,308,1799479342.8828244
11,3174,Pekojan,Jakarta Barat,2024,7,41,1796669437.5609627
7,3174,Glodok,Jakarta Barat,2024,7,55,1796669437.5609627
5,3173,Mangga Dua Selatan,Jakarta Pusat,2025,7,447,1792396087.778655
2,3171,Ragunan,Jakarta Selatan,2024,9,39,1791815039.2785125
6,3174,Jati Pulo,Jakarta Barat,2020,7,60,1791424217.1667252
1,3171,Pondok Pinang,Jakarta Selatan,2021,7,93,1789293434.822322
1,3171,Menteng Dalam,Jakarta Selatan,2021,9,220,1787322499.663594
3,3101,Pulau Harapan,Kepulauan Seribu,2025,9,124,1786915969.8180208
3,3171,Kebagusan,Jakarta Selatan,2025,9,188,1786351425.5890758
7,3174,Jelambar Baru,Jakarta Barat,2025,7,198,1785832586.9965515
6,3171,Pejaten Barat,Jakarta Selatan,2024,9,78,1785178687.2811847
6,3172,Malaka Sari,Jakarta Timur,2018,7,354,1784299142.02533
5,3172,Cipinang Melayu,Jakarta Timur,2018,7,491,1780976424.8148546
2,3172,Cipinang,Jakarta Timur,2024,7,154,1778957525.1940873
3,3173,Kramat,Jakarta Pusat,2024,7,89,1778327017.5241601
6,3173,Kebon Kosong,Jakarta Pusat,2025,9,73,1775716084.0538468
1,3175,Rawabadak Selatan,Jakarta Utara,2018,7,319,1771362478.15028
4,3174,Duri Utara,Jakarta Barat,2024,7,62,1768814097.4437385
2,3174,Slipi,Jakarta Barat,2024,7,112,1768814097.4437385
6,3172,Kayu Putih,Jakarta Timur,2021,7,263,1767685555.9729528
5,3174,Mangga Besar,Jakarta Barat,2018,7,46,1762056607.0492382
5,3171,Pengadegan,Jakarta Selatan,2024,7,99,1761632594.4364982
3,3171,Ulujami,Jakarta Selatan,2024,7,78,1761632594.4364982
2,3171,Rawajati,Jakarta Selatan,2024,7,67,1761632594.436498
8,3173,Gunung Sahari Selatan,Jakarta Pusat,2024,7,108,1761629111.2563276
2,3175,Kelapa Gading Timur,Jakarta Utara,2025,9,207,1756986371.094665
1,3173,Cideng,Jakarta Pusat,2024,7,144,1753280158.1224113
2,3173,Paseban,Jakarta Pusat,2025,9,43,1752774015.7844174
3,3175,Marunda,Jakarta Utara,2020,7,361,1752617901.6619172
5,3172,Rawamangun,Jakarta Timur,2025,9,136,1740473414.4828324
2,3172,Cilangkap,Jakarta Timur,2024,7,111,1738755095.2461982
5,3174,Kembangan Selatan,Jakarta Barat,2018,9,151,1737814950.8854718
2,3173,Bendungan Hilir,Jakarta Pusat,2018,7,304,1735756813.2987795
1,3172,Kebon Manggis,Jakarta Timur,2018,9,159,1733701322.4489796
4,3174,Kebon Jeruk,Jakarta Barat,2020,7,139,1732688996.9317508
8,3171,Setia Budi,Jakarta Selatan,2024,9,23,1732087871.302562
3,3171,Kebayoran Lama Utara,Jakarta Selatan,2025,9,146,1731667198.2751245
5,3172,Kramat Jati,Jakarta Timur,2025,9,235,1729549941.1701784
5,3174,Mangga Besar,Jakarta Barat,2024,7,39,1727031087.2679021
2,3172,Duren Sawit,Jakarta Timur,2020,7,290,1724490232.2367716
2,3171,Ragunan,Jakarta Selatan,2021,9,192,1721125370.046424
2,3172,Cipinang Cempedak,Jakarta Timur,2024,9,75,1717176548.6089857
6,3175,Kebon Bawang,Jakarta Utara,2024,9,131,1716139345.1966548
6,3172,Cililitan,Jakarta Timur,2020,9,324,1711715979.591837
6,3172,Cililitan,Jakarta Timur,2021,9,324,1711715979.591837
7,3172,Cawang,Jakarta Timur,2025,9,112,1711344152.3157556
1,3174,Palmerah,Jakarta Barat,2024,9,243,1705241132.9874272
1,3172,Bidara Cina,Jakarta Timur,2024,9,44,1704997991.5266523
4,3172,Pondok Kopi,Jakarta Timur,2021,7,183,1701231211.7634432
4,3171,Petukangan Selatan,Jakarta Selatan,2024,7,110,1699089425.4032495
2,3175,Kelapa Gading Timur,Jakarta Utara,2018,9,208,1698314807.4778423
1,3174,Tanjung Duren Utara,Jakarta Barat,2021,9,54,1694077997.4235892
2,3175,Kelapa Gading Timur,Jakarta Utara,2020,9,206,1692672565.5925338
4,3173,Gondangdia,Jakarta Pusat,2020,9,29,1690829517.640999
3,3171,Duren Tiga,Jakarta Selatan,2024,7,65,1688665563.8977082
3,3172,Ciracas,Jakarta Timur,2018,7,321,1687940342.9215412
1,3171,Bintaro,Jakarta Selatan,2024,9,82,1685633407.3212674
7,3175,Tanjung Priuk,Jakarta Utara,2024,9,17,1682489554.1143675
2,3175,Sunter Jaya,Jakarta Utara,2018,7,100,1682325739.830557
6,3175,Semper Barat,Jakarta Utara,2020,7,283,1682325739.8305569
7,3172,Ceger,Jakarta Timur,2025,9,241,1682214890.148679
2,3171,Tebet Barat,Jakarta Selatan,2024,7,38,1678241702.3921666
3,3171,Karet Kuningan,Jakarta Selatan,2024,7,26,1678241702.3921666
7,3173,Kemayoran,Jakarta Pusat,2024,7,52,1678139579.9171653
5,3175,Sungai Bambu,Jakarta Utara,2021,7,167,1677639595.7084663
4,3174,Grogol,Jakarta Barat,2018,9,248,1676583216.038836
1,3174,Duri Kosambi,Jakarta Barat,2025,7,281,1675822366.0316718
5,3174,Kota Bambu Selatan,Jakarta Barat,2018,7,50,1673953776.696776
5,3171,Petukangan Utara,Jakarta Selatan,2021,7,455,1670210765.9518943
3,3171,Pulo,Jakarta Selatan,2024,7,38,1667817840.8866253
5,3171,Menteng Atas,Jakarta Selatan,2025,9,221,1664830920.4469616
1,3175,Sunter Agung,Jakarta Utara,2020,9,142,1664461356.1659918
1,3175,Sunter Agung,Jakarta Utara,2021,9,142,1664461356.1659918
5,3171,Lenteng Agung,Jakarta Selatan,2018,7,426,1661050560.654169
3,3174,Kemanggisan,Jakarta Barat,2018,7,109,1659269971.6380324
1,3171,Menteng Dalam,Jakarta Selatan,2020,9,219,1654928240.4292538
2,3172,Kalisari,Jakarta Timur,2021,9,505,1648900714.2857144
2,3172,Kalisari,Jakarta Timur,2020,9,505,1648900714.2857144
5,3175,Pluit,Jakarta Utara,2020,9,127,1647534630.5100663
6,3174,Wijaya Kesuma,Jakarta Barat,2025,7,47,1646486307.1077037
4,3174,Duri Utara,Jakarta Barat,2021,7,214,1644586166.579289
1,3172,Pondok Bambu,Jakarta Timur,2024,9,230,1644105206.1149862
7,3174,Angke,Jakarta Barat,2024,7,55,1643465066.9162295
1,3171,Bintaro,Jakarta Selatan,2020,7,284,1633569944.7609935
2,3171,Kebayoran Lama Selatan,Jakarta Selatan,2018,7,182,1630516542.9950852
5,3171,Grogol Selatan,Jakarta Selatan,2018,7,344,1630516542.9950852
10,3174,Roa Malaka,Jakarta Barat,2024,7,41,1629537396.8576174
4,3173,Kebon Melati,Jakarta Pusat,2020,9,67,1628824485.9644604
4,3173,Kebon Melati,Jakarta Pusat,2018,9,67,1628824485.9644604
4,3173,Kebon Melati,Jakarta Pusat,2021,9,67,1628824485.9644604
2,3171,Rawajati,Jakarta Selatan,2018,9,166,1625801503.397699
1,3175,Pademangan Barat,Jakarta Utara,2021,7,288,1621405866.243378
2,3174,Slipi,Jakarta Barat,2024,9,133,1618899809.7981904
8,3172,Kampung Melayu,Jakarta Timur,2024,7,47,1618147805.4025314
2,3172,Cilangkap,Jakarta Timur,2018,7,480,1614840564.291081
1,3172,Pondok Ranggon,Jakarta Timur,2018,7,436,1614840564.2910807
3,3171,Kebayoran Lama Utara,Jakarta Selatan,2018,7,184,1612196132.3996348
8,3174,Jembatan Lima,Jakarta Barat,2021,7,148,1610323954.7755537
5,3173,Utan Panjang,Jakarta Pusat,2021,7,45,1605011494.8944561
2,3171,Tebet Barat,Jakarta Selatan,2021,9,122,1604618421.9202046
2,3174,Srengseng,Jakarta Barat,2018,7,138,1600534751.4030578
5,3173,Kebon Sirih,Jakarta Pusat,2024,7,117,1594650048.578003
1,3171,Pondok Pinang,Jakarta Selatan,2018,7,198,1593875721.8041844
2,3175,Pademangan Timur,Jakarta Utara,2025,9,213,1592099957.8073196
2,3172,Duren Sawit,Jakarta Timur,2024,9,157,1589301699.2444866
10,3174,Roa Malaka,Jakarta Barat,2024,9,39,1586521813.6022265
6,3175,Semper Barat,Jakarta Utara,2021,9,406,1585469969.7716734
3,3172,Cipinang Besar Selatan,Jakarta Timur,2018,7,378,1584936109.3968015
5,3175,Semper Timur,Jakarta Utara,2024,9,94,1581540180.8675056
4,3174,Tegal Alur,Jakarta Barat,2018,7,123,1580956344.6580663
3,3171,Ulujami,Jakarta Selatan,2024,9,38,1579451775.3640223
3,3173,Karet Tengsin,Jakarta Pusat,2025,9,55,1578414296.9367528
4,3172,Pondok Kopi,Jakarta Timur,2025,7,237,1577849479.3347497
2,3173,Bendungan Hilir,Jakarta Pusat,2021,9,111,1573973881.01983
1,3173,Pasar Baru,Jakarta Pusat,2024,7,46,1569603189.176254
4,3173,Kwitang,Jakarta Pusat,2018,7,27,1568943820.8518841
5,3174,Kembangan Selatan,Jakarta Barat,2025,9,206,1568196299.7290523
2,3171,Ragunan,Jakarta Selatan,2020,9,189,1567548029.3345892
5,3173,Petojo Utara,Jakarta Pusat,2020,9,45,1566819454.2879217
1,3174,Joglo,Jakarta Barat,2025,7,280,1565812145.0667918
1,3173,Pasar Baru,Jakarta Pusat,2018,9,50,1564434645.3772855
5,3174,Mangga Besar,Jakarta Barat,2020,9,30,1562867137.0379412
4,3172,Cipinang Muara,Jakarta Timur,2021,7,176,1561677088.9234734
5,3173,Petamburan,Jakarta Pusat,2024,9,21,1560690038.6719997
1,3173,Johar Baru,Jakarta Pusat,2020,7,227,1559926902.341241
1,3173,Rawa Sari,Jakarta Pusat,2025,9,60,1555472228.6673234
4,3171,Pasar Minggu,Jakarta Selatan,2020,7,385,1554181498.8473752
2,3172,Kelapa Dua Wetan,Jakarta Timur,2025,7,250,1552317934.3616955
7,3175,Kali Baru,Jakarta Utara,2018,9,550,1551616518.4598227
3,3172,Ciracas,Jakarta Timur,2020,7,285,1548386220.0815716
5,3174,Mangga Besar,Jakarta Barat,2018,9,29,1548288152.5506468
3,3171,Kebayoran Lama Utara,Jakarta Selatan,2021,7,56,1548074695.3155584
1,3172,Pondok Ranggon,Jakarta Timur,2024,7,122,1547793552.9937258
2,3174,Tanjung Duren Selatan,Jakarta Barat,2025,7,127,1547477108.2393117
5,3174,Duri Kepa,Jakarta Barat,2021,7,119,1546694132.854331
1,3171,Bintaro,Jakarta Selatan,2018,7,334,1541967891.7837415
7,3174,Kedoya Utara,Jakarta Barat,2021,7,118,1541799531.1680832
5,3173,Senen,Jakarta Pusat,2025,7,270,1535360319.9327679
6,3172,Kayu Putih,Jakarta Timur,2020,7,263,1535095351.2396693
4,3174,Kebon Jeruk,Jakarta Barat,2025,7,244,1532809078.7773278
5,3171,Petukangan Utara,Jakarta Selatan,2020,7,362,1532807686.4860163
6,3175,Semper Barat,Jakarta Utara,2020,9,396,1531868671.8612432
3,3171,Cilandak Barat,Jakarta Selatan,2025,9,156,1531158364.7906363
4,3174,Grogol,Jakarta Barat,2025,9,280,1528259212.2996197
8,3173,Gunung Sahari Selatan,Jakarta Pusat,2018,9,83,1523892893.8964715
1,3172,Cibubur,Jakarta Timur,2018,7,326,1521804482.3977675
3,3172,Munjul,Jakarta Timur,2024,7,102,1517641730.532809
7,3174,Glodok,Jakarta Barat,2025,9,34,1517609322.3184376
5,3172,Utan Kayu Selatan,Jakarta Timur,2018,7,374,1515159047.9768167
5,3173,Mangga Dua Selatan,Jakarta Pusat,2020,9,54,1514353658.2539275
2,3175,Pademangan Timur,Jakarta Utara,2020,7,227,1513624551.4352922
4,3174,Tangki,Jakarta Barat,2024,9,35,1510973155.8116443
3,3173,Tanah Tinggi,Jakarta Pusat,2021,7,64,1510333850.5327044
3,3171,Karet Kuningan,Jakarta Selatan,2020,9,85,1509294555.2714796
2,3175,Tugu Selatan,Jakarta Utara,2025,7,499,1505560390.1098328
7,3174,Kedoya Utara,Jakarta Barat,2020,7,116,1502642717.6781
7,3174,Kedoya Utara,Jakarta Barat,2018,7,116,1502642717.6781
2,3171,Ragunan,Jakarta Selatan,2018,9,184,1501350899.7174191
1,3174,Tanjung Duren Utara,Jakarta Barat,2020,7,206,1497748115.9918523
3,3172,Pulo Gebang,Jakarta Timur,2024,7,37,1497540515.5588644
1,3172,Cibubur,Jakarta Timur,2020,7,317,1495222744.7139637
2,3171,Rawajati,Jakarta Selatan,2020,9,118,1490759358.978672
2,3171,Rawajati,Jakarta Selatan,2021,9,118,1490759358.978672
7,3171,Gunung,Jakarta Selatan,2024,7,9,1490612195.2924213
2,3173,Cempaka Putih Timur,Jakarta Pusat,2020,9,136,1488120760.2369301
2,3173,Bendungan Hilir,Jakarta Pusat,2021,7,120,1487791554.2560968
3,3174,Tomang,Jakarta Barat,2020,9,257,1487056417.704011
1,3173,Kenari,Jakarta Pusat,2025,9,15,1486646023.8590348
2,3173,Paseban,Jakarta Pusat,2024,7,104,1486113657.8370914
3,3174,Tomang,Jakarta Barat,2025,7,224,1485137983.0258799
3,3174,Kemanggisan,Jakarta Barat,2024,9,80,1483991492.315008
3,3174,Pegadungan,Jakarta Barat,2024,9,97,1483991492.3150077
1,3171,Pondok Pinang,Jakarta Selatan,2018,9,143,1480167818.2399244
7,3172,Cawang,Jakarta Timur,2021,9,112,1476158734.6938777
1,3175,Kelapa Gading Barat,Jakarta Utara,2020,7,66,1476135398.4585667
3,3175,Tugu Utara,Jakarta Utara,2018,9,475,1475446253.0081587
4,3172,Ujung Menteng,Jakarta Timur,2020,7,247,1475286441.4511108
4,3171,Pasar Minggu,Jakarta Selatan,2018,9,120,1474872047.870551
3,3174,Kemanggisan,Jakarta Barat,2020,7,68,1473275107.560613
5,3171,Jati Padang,Jakarta Selatan,2024,9,175,1473270143.406777
7,3175,Kali Baru,Jakarta Utara,2025,9,545,1473165495.7639885
5,3174,Jelambar,Jakarta Barat,2025,7,180,1470469953.5638957
5,3173,Kebon Sirih,Jakarta Pusat,2018,9,151,1469042288.9518414
4,3172,Susukan,Jakarta Timur,2018,7,322,1468641007.03016
7,3174,Jelambar Baru,Jakarta Barat,2024,9,166,1467802494.217026
3,3175,Papango,Jakarta Utara,2024,7,89,1467712553.7252676
2,3171,Tebet Barat,Jakarta Selatan,2018,9,99,1466928392.3164907
3,3175,Papango,Jakarta Utara,2018,7,67,1466763110.2143855
4,3173,Serdang,Jakarta Pusat,2024,9,78,1465380723.3332515
1,3171,Pondok Pinang,Jakarta Selatan,2020,7,92,1459526044.104215
11,3174,Pekojan,Jakarta Barat,2024,9,121,1457009828.8183713
3,3171,Kebagusan,Jakarta Selatan,2021,9,190,1456336851.5777433
1,3171,Bintaro,Jakarta Selatan,2021,7,301,1453419240.572398
2,3173,Pegangsaan,Jakarta Pusat,2021,7,255,1451723880.2135248
1,3174,Semanan,Jakarta Barat,2018,7,109,1448802099.1293736
2,3174,Srengseng,Jakarta Barat,2020,7,47,1448802099.1293736
6,3174,Jati Pulo,Jakarta Barat,2021,9,139,1446235261.1395874
5,3174,Duri Kepa,Jakarta Barat,2020,7,115,1443907497.4431257
7,3172,Cawang,Jakarta Timur,2020,9,98,1441610338.7755103
4,3173,Karang Anyar,Jakarta Pusat,2025,9,24,1440761887.3201756
5,3172,Malaka Jaya,Jakarta Timur,2025,7,218,1439979136.480257
8,3174,Pinangsia,Jakarta Barat,2021,7,39,1439012895.7568777
3,3171,Tebet Timur,Jakarta Selatan,2024,7,35,1438492887.7647142
